sleeper_id,player,position,team,opponent,pts_ppr,pts_half_ppr,pts_std,stats_json
13413,,WR,KC,MIA,0.7,0.58,0.46,"{""adp_dd_ppr"": 304.0, ""bonus_rec_wr"": 0.24, ""def_fum_td"": 0.0, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 140.0, ""pts_half_ppr"": 0.58, ""pts_ppr"": 0.7, ""pts_std"": 0.46, ""rec"": 0.24, ""rec_0_4"": 0.05, ""rec_10_19"": 0.07, ""rec_20_29"": 0.05, ""rec_2pt"": 0.0, ""rec_30_39"": 0.02, ""rec_40p"": 0.02, ""rec_5_9"": 0.05, ""rec_fd"": 0.31, ""rec_td"": 0.03, ""rec_tgt"": 0.38, ""rec_yd"": 3.13}"
13516,,RB,MIN,TB,0.11,0.09,0.06,"{""adp_dd_ppr"": 400.0, ""def_fum_td"": 0.0, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 101.0, ""pts_half_ppr"": 0.09, ""pts_ppr"": 0.11, ""pts_std"": 0.06, ""rec"": 0.05, ""rec_0_4"": 0.01, ""rec_10_19"": 0.01, ""rec_20_29"": 0.01, ""rec_2pt"": 0.0, ""rec_30_39"": 0.0, ""rec_40p"": 0.0, ""rec_5_9"": 0.01, ""rec_fd"": 0.04, ""rec_td"": 0.0, ""rec_tgt"": 0.06, ""rec_yd"": 0.39, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.01, ""rush_fd"": 0.0, ""rush_td"": 0.0, ""rush_yd"": 0.04}"
1379,,FB,SF,ARI,1.89,1.54,1.2,"{""adp_dd_ppr"": 999.0, ""def_fum_td"": 0.0, ""fum"": 0.01, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 999.0, ""pts_half_ppr"": 1.54, ""pts_ppr"": 1.89, ""pts_std"": 1.2, ""rec"": 0.68, ""rec_0_4"": 0.14, ""rec_10_19"": 0.21, ""rec_20_29"": 0.14, ""rec_2pt"": 0.0, ""rec_30_39"": 0.07, ""rec_40p"": 0.07, ""rec_5_9"": 0.14, ""rec_fd"": 0.67, ""rec_td"": 0.08, ""rec_tgt"": 0.89, ""rec_yd"": 6.72, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.12, ""rush_fd"": 0.05, ""rush_td"": 0.0, ""rush_yd"": 0.5}"
1479,,WR,IND,HOU,7.43,5.8,4.18,"{""adp_dd_ppr"": 141.0, ""bonus_rec_wr"": 3.24, ""def_fum_td"": 0.0, ""fum"": 0.03, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 62.0, ""pts_half_ppr"": 5.8, ""pts_ppr"": 7.43, ""pts_std"": 4.18, ""rec"": 3.24, ""rec_0_4"": 0.65, ""rec_10_19"": 0.97, ""rec_20_29"": 0.65, ""rec_2pt"": 0.01, ""rec_30_39"": 0.32, ""rec_40p"": 0.32, ""rec_5_9"": 0.65, ""rec_fd"": 3.34, ""rec_td"": 0.14, ""rec_tgt"": 5.0, ""rec_yd"": 33.39}"
1945,,K,PIT,CIN,7.84,7.84,7.84,"{""adp_dd_ppr"": 999.0, ""fga"": 2.21, ""fgm"": 1.9, ""fgm_20_29"": 0.29, ""fgm_30_39"": 0.44, ""fgm_40_49"": 0.39, ""fgm_50p"": 0.39, ""fgm_yds"": 64.16, ""fgmiss_30_39"": 0.04, ""fgmiss_40_49"": 0.04, ""fgmiss_50p"": 0.11, ""gp"": 1.0, ""pos_adp_dd_ppr"": 999.0, ""pts_half_ppr"": 7.84, ""pts_ppr"": 7.84, ""pts_std"": 7.84, ""xpa"": 2.27, ""xpm"": 2.21, ""xpmiss"": 0.06}"
2306,,QB,NYG,TEN,14.4,14.4,14.4,"{""adp_dd_ppr"": 155.0, ""bonus_rush_td_qb"": 0.13, ""cmp_pct"": 55.9, ""def_fum_td"": 0.0, ""fum"": 0.39, ""fum_lost"": 0.17, ""gp"": 1.0, ""pass_2pt"": 0.07, ""pass_att"": 28.14, ""pass_cmp"": 15.73, ""pass_cmp_40p"": 0.31, ""pass_fd"": 21.14, ""pass_inc"": 12.41, ""pass_int"": 0.49, ""pass_int_td"": 0.0, ""pass_sack"": 2.19, ""pass_td"": 1.15, ""pass_yd"": 211.39, ""pos_adp_dd_ppr"": 25.0, ""pts_half_ppr"": 14.4, ""pts_ppr"": 14.4, ""pts_std"": 14.4, ""rush_2pt"": 0.01, ""rush_40p"": 0.03, ""rush_att"": 3.49, ""rush_fd"": 1.21, ""rush_td"": 0.13, ""rush_yd"": 12.08}"
3198,,RB,BAL,DAL,18.29,17.56,16.82,"{""adp_dd_ppr"": 14.0, ""bonus_rec_rb"": 1.47, ""def_fum_td"": 0.0, ""fum"": 0.17, ""fum_lost"": 0.08, ""gp"": 1.0, ""pos_adp_dd_ppr"": 6.0, ""pts_half_ppr"": 17.56, ""pts_ppr"": 18.29, ""pts_std"": 16.82, ""rec"": 1.47, ""rec_0_4"": 0.29, ""rec_10_19"": 0.44, ""rec_20_29"": 0.29, ""rec_2pt"": 0.0, ""rec_30_39"": 0.15, ""rec_40p"": 0.15, ""rec_5_9"": 0.29, ""rec_fd"": 1.47, ""rec_td"": 0.08, ""rec_tgt"": 1.75, ""rec_yd"": 14.68, ""rush_2pt"": 0.06, ""rush_40p"": 0.17, ""rush_att"": 15.99, ""rush_fd"": 9.47, ""rush_td"": 0.91, ""rush_yd"": 94.75}"
3451,,K,HOU,IND,8.76,8.76,8.76,"{""adp_dd_ppr"": 999.0, ""fga"": 2.39, ""fgm"": 2.07, ""fgm_20_29"": 0.36, ""fgm_30_39"": 0.47, ""fgm_40_49"": 0.52, ""fgm_50p"": 0.36, ""fgm_yds"": 72.19, ""fgmiss_30_39"": 0.04, ""fgmiss_40_49"": 0.04, ""fgmiss_50p"": 0.12, ""gp"": 1.0, ""pos_adp_dd_ppr"": 999.0, ""pts_half_ppr"": 8.76, ""pts_ppr"": 8.76, ""pts_std"": 8.76, ""xpa"": 2.51, ""xpm"": 2.45, ""xpmiss"": 0.06}"
4147,,RB,CIN,PIT,5.14,4.39,3.65,"{""adp_dd_ppr"": 217.0, ""bonus_rec_rb"": 1.49, ""def_fum_td"": 0.0, ""def_kr_yd"": 17.45, ""fum"": 0.05, ""fum_lost"": 0.02, ""gp"": 1.0, ""pos_adp_dd_ppr"": 54.0, ""pts_half_ppr"": 4.39, ""pts_ppr"": 5.14, ""pts_std"": 3.65, ""rec"": 1.49, ""rec_0_4"": 0.3, ""rec_10_19"": 0.45, ""rec_20_29"": 0.3, ""rec_2pt"": 0.0, ""rec_30_39"": 0.15, ""rec_40p"": 0.15, ""rec_5_9"": 0.3, ""rec_fd"": 1.04, ""rec_td"": 0.05, ""rec_tgt"": 1.69, ""rec_yd"": 10.42, ""rush_2pt"": 0.01, ""rush_40p"": 0.04, ""rush_att"": 4.43, ""rush_fd"": 1.61, ""rush_td"": 0.12, ""rush_yd"": 16.1}"
4199,,RB,MIN,TB,12.91,11.8,10.7,"{""adp_dd_ppr"": 65.0, ""bonus_rec_rb"": 2.21, ""def_fum_td"": 0.0, ""fum"": 0.16, ""fum_lost"": 0.07, ""gp"": 1.0, ""pos_adp_dd_ppr"": 23.0, ""pts_half_ppr"": 11.8, ""pts_ppr"": 12.91, ""pts_std"": 10.7, ""rec"": 2.21, ""rec_0_4"": 0.44, ""rec_10_19"": 0.66, ""rec_20_29"": 0.44, ""rec_2pt"": 0.01, ""rec_30_39"": 0.22, ""rec_40p"": 0.22, ""rec_5_9"": 0.44, ""rec_fd"": 1.48, ""rec_td"": 0.12, ""rec_tgt"": 2.62, ""rec_yd"": 14.84, ""rush_2pt"": 0.02, ""rush_40p"": 0.16, ""rush_att"": 16.11, ""rush_fd"": 6.03, ""rush_td"": 0.42, ""rush_yd"": 60.31}"
4227,,K,KC,MIA,8.61,8.61,8.61,"{""adp_dd_ppr"": 999.0, ""fga"": 2.31, ""fgm"": 1.97, ""fgm_20_29"": 0.34, ""fgm_30_39"": 0.51, ""fgm_40_49"": 0.45, ""fgm_50p"": 0.34, ""fgm_yds"": 68.55, ""fgmiss_30_39"": 0.04, ""fgmiss_40_49"": 0.04, ""fgmiss_50p"": 0.13, ""gp"": 1.0, ""pos_adp_dd_ppr"": 999.0, ""pts_half_ppr"": 8.61, ""pts_ppr"": 8.61, ""pts_std"": 8.61, ""xpa"": 2.86, ""xpm"": 2.72, ""xpmiss"": 0.14}"
5844,,TE,MIN,TB,8.77,6.96,5.15,"{""adp_dd_ppr"": 132.0, ""bonus_rec_te"": 3.62, ""def_fum_td"": 0.0, ""fum"": 0.03, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 20.0, ""pts_half_ppr"": 6.96, ""pts_ppr"": 8.77, ""pts_std"": 5.15, ""rec"": 3.62, ""rec_0_4"": 0.72, ""rec_10_19"": 1.09, ""rec_20_29"": 0.72, ""rec_2pt"": 0.01, ""rec_30_39"": 0.36, ""rec_40p"": 0.36, ""rec_5_9"": 0.72, ""rec_fd"": 3.63, ""rec_td"": 0.25, ""rec_tgt"": 4.69, ""rec_yd"": 36.31}"
5973,,TE,MIN,TB,2.47,1.98,1.5,"{""adp_dd_ppr"": 264.0, ""bonus_rec_te"": 0.98, ""def_fum_td"": 0.0, ""fum"": 0.01, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 49.0, ""pts_half_ppr"": 1.98, ""pts_ppr"": 2.47, ""pts_std"": 1.5, ""rec"": 0.98, ""rec_0_4"": 0.2, ""rec_10_19"": 0.29, ""rec_20_29"": 0.2, ""rec_2pt"": 0.0, ""rec_30_39"": 0.1, ""rec_40p"": 0.1, ""rec_5_9"": 0.2, ""rec_fd"": 1.05, ""rec_td"": 0.07, ""rec_tgt"": 1.28, ""rec_yd"": 10.47}"
6012,,RB,PIT,CIN,0.57,0.46,0.35,"{""adp_dd_ppr"": 387.0, ""bonus_rec_rb"": 0.21, ""gp"": 1.0, ""pos_adp_dd_ppr"": 88.0, ""pts_half_ppr"": 0.46, ""pts_ppr"": 0.57, ""pts_std"": 0.35, ""rec"": 0.21, ""rec_0_4"": 0.04, ""rec_10_19"": 0.06, ""rec_20_29"": 0.04, ""rec_30_39"": 0.02, ""rec_40p"": 0.02, ""rec_5_9"": 0.04, ""rec_fd"": 0.16, ""rec_td"": 0.01, ""rec_tgt"": 0.26, ""rec_yd"": 1.62, ""rush_att"": 0.18, ""rush_fd"": 0.09, ""rush_td"": 0.01, ""rush_yd"": 0.92}"
6083,,K,LV,NO,7.94,7.94,7.94,"{""adp_dd_ppr"": 999.0, ""fga"": 2.06, ""fgm"": 1.73, ""fgm_20_29"": 0.42, ""fgm_30_39"": 0.55, ""fgm_40_49"": 0.62, ""fgm_50p"": 0.07, ""fgm_yds"": 67.77, ""fgmiss_50p"": 0.16, ""gp"": 1.0, ""pos_adp_dd_ppr"": 999.0, ""pts_half_ppr"": 7.94, ""pts_ppr"": 7.94, ""pts_std"": 7.94, ""xpa"": 2.44, ""xpm"": 2.31, ""xpmiss"": 0.13}"
6109,,FB,LAC,BUF,0.67,0.62,0.57,"{""adp_dd_ppr"": 999.0, ""def_fum_td"": 0.0, ""fum"": 0.01, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 999.0, ""pts_half_ppr"": 0.62, ""pts_ppr"": 0.67, ""pts_std"": 0.57, ""rec"": 0.09, ""rec_0_4"": 0.02, ""rec_10_19"": 0.03, ""rec_20_29"": 0.02, ""rec_2pt"": 0.0, ""rec_30_39"": 0.01, ""rec_40p"": 0.01, ""rec_5_9"": 0.02, ""rec_fd"": 0.07, ""rec_td"": 0.0, ""rec_tgt"": 0.13, ""rec_yd"": 0.74, ""rush_2pt"": 0.0, ""rush_40p"": 0.01, ""rush_att"": 0.75, ""rush_fd"": 0.3, ""rush_td"": 0.03, ""rush_yd"": 2.95}"
6650,,K,TB,MIN,7.73,7.73,7.73,"{""adp_dd_ppr"": 999.0, ""fga"": 2.1, ""fgm"": 1.8, ""fgm_20_29"": 0.29, ""fgm_30_39"": 0.44, ""fgm_40_49"": 0.39, ""fgm_50p"": 0.34, ""fgm_yds"": 61.67, ""fgmiss_30_39"": 0.04, ""fgmiss_40_49"": 0.04, ""fgmiss_50p"": 0.11, ""gp"": 1.0, ""pos_adp_dd_ppr"": 999.0, ""pts_half_ppr"": 7.73, ""pts_ppr"": 7.73, ""pts_std"": 7.73, ""xpa"": 2.52, ""xpm"": 2.4, ""xpmiss"": 0.12}"
6770,,QB,CIN,PIT,18.26,18.26,18.26,"{""adp_dd_ppr"": 75.0, ""bonus_rush_td_qb"": 0.07, ""cmp_pct"": 67.06, ""def_fum_td"": 0.0, ""fum"": 0.47, ""fum_lost"": 0.21, ""gp"": 1.0, ""pass_2pt"": 0.12, ""pass_att"": 35.89, ""pass_cmp"": 24.07, ""pass_cmp_40p"": 0.48, ""pass_fd"": 26.06, ""pass_inc"": 11.82, ""pass_int"": 1.04, ""pass_int_td"": 0.0, ""pass_sack"": 2.88, ""pass_td"": 1.91, ""pass_yd"": 260.62, ""pos_adp_dd_ppr"": 10.0, ""pts_half_ppr"": 18.26, ""pts_ppr"": 18.26, ""pts_std"": 18.26, ""rush_2pt"": 0.01, ""rush_40p"": 0.03, ""rush_att"": 3.11, ""rush_fd"": 0.96, ""rush_td"": 0.07, ""rush_yd"": 9.65}"
6783,,WR,CLE,CAR,5.85,4.68,3.51,"{""adp_dd_ppr"": 166.0, ""bonus_rec_wr"": 2.34, ""def_fum_td"": 0.0, ""fum"": 0.02, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 75.0, ""pts_half_ppr"": 4.68, ""pts_ppr"": 5.85, ""pts_std"": 3.51, ""rec"": 2.34, ""rec_0_4"": 0.47, ""rec_10_19"": 0.7, ""rec_20_29"": 0.47, ""rec_2pt"": 0.01, ""rec_30_39"": 0.23, ""rec_40p"": 0.23, ""rec_5_9"": 0.47, ""rec_fd"": 2.8, ""rec_td"": 0.11, ""rec_tgt"": 4.07, ""rec_yd"": 28.04, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.07, ""rush_fd"": 0.04, ""rush_td"": 0.0, ""rush_yd"": 0.36}"
7021,,RB,PIT,CIN,12.21,11.05,9.89,"{""adp_dd_ppr"": 80.0, ""bonus_rec_rb"": 2.32, ""def_fum_td"": 0.0, ""def_kr_yd"": 5.83, ""fum"": 0.12, ""fum_lost"": 0.05, ""gp"": 1.0, ""pos_adp_dd_ppr"": 26.0, ""pts_half_ppr"": 11.05, ""pts_ppr"": 12.21, ""pts_std"": 9.89, ""rec"": 2.32, ""rec_0_4"": 0.46, ""rec_10_19"": 0.7, ""rec_20_29"": 0.46, ""rec_2pt"": 0.01, ""rec_30_39"": 0.23, ""rec_40p"": 0.23, ""rec_5_9"": 0.46, ""rec_fd"": 1.71, ""rec_td"": 0.1, ""rec_tgt"": 2.99, ""rec_yd"": 17.13, ""rush_2pt"": 0.01, ""rush_40p"": 0.11, ""rush_att"": 12.14, ""rush_fd"": 5.78, ""rush_td"": 0.31, ""rush_yd"": 57.82}"
7049,,WR,MIN,TB,6.96,5.87,4.78,"{""adp_dd_ppr"": 149.0, ""bonus_rec_wr"": 2.17, ""def_fum_td"": 0.0, ""fum"": 0.02, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 68.0, ""pts_half_ppr"": 5.87, ""pts_ppr"": 6.96, ""pts_std"": 4.78, ""rec"": 2.17, ""rec_0_4"": 0.43, ""rec_10_19"": 0.65, ""rec_20_29"": 0.43, ""rec_2pt"": 0.02, ""rec_30_39"": 0.22, ""rec_40p"": 0.22, ""rec_5_9"": 0.43, ""rec_fd"": 2.81, ""rec_td"": 0.33, ""rec_tgt"": 3.46, ""rec_yd"": 28.1}"
7531,,TE,CAR,CLE,0.07,0.06,0.05,"{""adp_dd_ppr"": 378.0, ""bonus_rec_te"": 0.02, ""def_fum_td"": 0.0, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 102.0, ""pts_half_ppr"": 0.06, ""pts_ppr"": 0.07, ""pts_std"": 0.05, ""rec"": 0.02, ""rec_0_4"": 0.0, ""rec_10_19"": 0.01, ""rec_20_29"": 0.0, ""rec_2pt"": 0.0, ""rec_30_39"": 0.0, ""rec_40p"": 0.0, ""rec_5_9"": 0.0, ""rec_fd"": 0.02, ""rec_td"": 0.0, ""rec_tgt"": 0.03, ""rec_yd"": 0.17, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.05, ""rush_fd"": 0.02, ""rush_td"": 0.0, ""rush_yd"": 0.2}"
7568,,TE,HOU,IND,0.44,0.35,0.26,"{""adp_dd_ppr"": 362.0, ""bonus_rec_te"": 0.19, ""def_fum_td"": 0.0, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 88.0, ""pts_half_ppr"": 0.35, ""pts_ppr"": 0.44, ""pts_std"": 0.26, ""rec"": 0.19, ""rec_0_4"": 0.04, ""rec_10_19"": 0.06, ""rec_20_29"": 0.04, ""rec_2pt"": 0.0, ""rec_30_39"": 0.02, ""rec_40p"": 0.02, ""rec_5_9"": 0.04, ""rec_fd"": 0.19, ""rec_td"": 0.01, ""rec_tgt"": 0.26, ""rec_yd"": 1.9}"
7757,,WR,PIT,CIN,0.22,0.18,0.13,"{""adp_dd_ppr"": 332.0, ""bonus_rec_wr"": 0.09, ""gp"": 1.0, ""pos_adp_dd_ppr"": 156.0, ""pts_half_ppr"": 0.18, ""pts_ppr"": 0.22, ""pts_std"": 0.13, ""rec"": 0.09, ""rec_0_4"": 0.02, ""rec_10_19"": 0.03, ""rec_20_29"": 0.02, ""rec_30_39"": 0.01, ""rec_40p"": 0.01, ""rec_5_9"": 0.02, ""rec_fd"": 0.1, ""rec_td"": 0.01, ""rec_tgt"": 0.13, ""rec_yd"": 0.97}"
7891,,TE,DET,NYJ,1.81,1.43,1.04,"{""adp_dd_ppr"": 290.0, ""bonus_rec_te"": 0.77, ""def_fum_td"": 0.0, ""fum"": 0.01, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 62.0, ""pts_half_ppr"": 1.43, ""pts_ppr"": 1.81, ""pts_std"": 1.04, ""rec"": 0.77, ""rec_0_4"": 0.15, ""rec_10_19"": 0.23, ""rec_20_29"": 0.15, ""rec_2pt"": 0.0, ""rec_30_39"": 0.08, ""rec_40p"": 0.08, ""rec_5_9"": 0.15, ""rec_fd"": 0.69, ""rec_td"": 0.06, ""rec_tgt"": 0.95, ""rec_yd"": 6.88}"
8135,,WR,WAS,SEA,0.37,0.31,0.24,"{""adp_dd_ppr"": 322.0, ""bonus_rec_wr"": 0.13, ""def_fum_td"": 0.0, ""def_kr_yd"": 4.98, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 150.0, ""pts_half_ppr"": 0.31, ""pts_ppr"": 0.37, ""pts_std"": 0.24, ""rec"": 0.13, ""rec_0_4"": 0.03, ""rec_10_19"": 0.04, ""rec_20_29"": 0.03, ""rec_2pt"": 0.0, ""rec_30_39"": 0.01, ""rec_40p"": 0.01, ""rec_5_9"": 0.03, ""rec_fd"": 0.14, ""rec_td"": 0.01, ""rec_tgt"": 0.29, ""rec_yd"": 1.38, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.14, ""rush_fd"": 0.06, ""rush_td"": 0.0, ""rush_yd"": 0.55}"
8180,,WR,LV,NO,6.8,5.71,4.62,"{""adp_dd_ppr"": 152.0, ""bonus_rec_wr"": 2.18, ""def_fum_td"": 0.0, ""fum"": 0.02, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 70.0, ""pts_half_ppr"": 5.71, ""pts_ppr"": 6.8, ""pts_std"": 4.62, ""rec"": 2.18, ""rec_0_4"": 0.44, ""rec_10_19"": 0.66, ""rec_20_29"": 0.44, ""rec_2pt"": 0.01, ""rec_30_39"": 0.22, ""rec_40p"": 0.22, ""rec_5_9"": 0.44, ""rec_fd"": 2.98, ""rec_td"": 0.25, ""rec_tgt"": 3.89, ""rec_yd"": 29.8, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.23, ""rush_fd"": 0.08, ""rush_td"": 0.01, ""rush_yd"": 0.79}"
8188,,WR,KC,MIA,7.15,6.04,4.94,"{""adp_dd_ppr"": 145.0, ""bonus_rec_wr"": 2.21, ""def_fum_td"": 0.0, ""def_kr_yd"": 36.07, ""fum"": 0.02, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 66.0, ""pts_half_ppr"": 6.04, ""pts_ppr"": 7.15, ""pts_std"": 4.94, ""rec"": 2.21, ""rec_0_4"": 0.44, ""rec_10_19"": 0.66, ""rec_20_29"": 0.44, ""rec_2pt"": 0.01, ""rec_30_39"": 0.22, ""rec_40p"": 0.22, ""rec_5_9"": 0.44, ""rec_fd"": 3.5, ""rec_td"": 0.24, ""rec_tgt"": 3.55, ""rec_yd"": 34.96}"
8195,,RB,LAR,DEN,0.15,0.14,0.14,"{""adp_dd_ppr"": 399.0, ""bonus_rec_rb"": 0.02, ""def_fum_td"": 0.0, ""def_kr_yd"": 22.14, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 100.0, ""pts_half_ppr"": 0.14, ""pts_ppr"": 0.15, ""pts_std"": 0.14, ""rec"": 0.02, ""rec_0_4"": 0.0, ""rec_10_19"": 0.01, ""rec_20_29"": 0.0, ""rec_2pt"": 0.0, ""rec_30_39"": 0.0, ""rec_40p"": 0.0, ""rec_5_9"": 0.0, ""rec_fd"": 0.01, ""rec_td"": 0.0, ""rec_tgt"": 0.02, ""rec_yd"": 0.1, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.22, ""rush_fd"": 0.09, ""rush_td"": 0.01, ""rush_yd"": 0.86}"
8225,,TE,TEN,NYG,2.14,1.69,1.25,"{""adp_dd_ppr"": 273.0, ""bonus_rec_te"": 0.9, ""def_fum_td"": 0.0, ""fum"": 0.01, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 53.0, ""pts_half_ppr"": 1.69, ""pts_ppr"": 2.14, ""pts_std"": 1.25, ""rec"": 0.9, ""rec_0_4"": 0.18, ""rec_10_19"": 0.27, ""rec_20_29"": 0.18, ""rec_2pt"": 0.0, ""rec_30_39"": 0.09, ""rec_40p"": 0.09, ""rec_5_9"": 0.18, ""rec_fd"": 0.94, ""rec_td"": 0.05, ""rec_tgt"": 1.14, ""rec_yd"": 9.39}"
8250,,WR,DET,NYJ,0.8,0.65,0.51,"{""adp_dd_ppr"": 301.0, ""bonus_rec_wr"": 0.28, ""def_fum_td"": 0.0, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 138.0, ""pts_half_ppr"": 0.65, ""pts_ppr"": 0.8, ""pts_std"": 0.51, ""rec"": 0.28, ""rec_0_4"": 0.06, ""rec_10_19"": 0.08, ""rec_20_29"": 0.06, ""rec_2pt"": 0.0, ""rec_30_39"": 0.03, ""rec_40p"": 0.03, ""rec_5_9"": 0.06, ""rec_fd"": 0.35, ""rec_td"": 0.03, ""rec_tgt"": 0.44, ""rec_yd"": 3.54, ""rush_2pt"": 0.0, ""rush_40p"": 0.0}"
8484,,TE,TB,MIN,0.04,0.04,0.03,"{""adp_dd_ppr"": 380.0, ""bonus_rec_te"": 0.02, ""def_fum_td"": 0.0, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 103.0, ""pts_half_ppr"": 0.04, ""pts_ppr"": 0.04, ""pts_std"": 0.03, ""rec"": 0.02, ""rec_0_4"": 0.0, ""rec_10_19"": 0.01, ""rec_20_29"": 0.0, ""rec_2pt"": 0.0, ""rec_30_39"": 0.0, ""rec_40p"": 0.0, ""rec_5_9"": 0.0, ""rec_fd"": 0.02, ""rec_td"": 0.0, ""rec_tgt"": 0.03, ""rec_yd"": 0.18}"
8676,,WR,SEA,WAS,8.58,7.28,5.97,"{""adp_dd_ppr"": 121.0, ""bonus_rec_wr"": 2.61, ""def_fum_td"": 0.0, ""def_kr_td"": 0.06, ""def_kr_yd"": 56.09, ""fum"": 0.03, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 56.0, ""pr"": 1.02, ""pr_yd"": 11.0, ""pts_half_ppr"": 7.28, ""pts_ppr"": 8.58, ""pts_std"": 5.97, ""rec"": 2.61, ""rec_0_4"": 0.52, ""rec_10_19"": 0.78, ""rec_20_29"": 0.52, ""rec_2pt"": 0.01, ""rec_30_39"": 0.26, ""rec_40p"": 0.26, ""rec_5_9"": 0.52, ""rec_fd"": 3.99, ""rec_td"": 0.23, ""rec_tgt"": 4.37, ""rec_yd"": 39.93, ""rush_2pt"": 0.0, ""rush_40p"": 0.01, ""rush_att"": 0.68, ""rush_fd"": 0.45, ""rush_td"": 0.02, ""rush_yd"": 4.52}"
8917,,WR,DAL,BAL,2.94,2.54,2.14,"{""adp_dd_ppr"": 222.0, ""bonus_rec_wr"": 0.8, ""def_fum_td"": 0.0, ""def_kr_td"": 0.06, ""def_kr_yd"": 86.97, ""fum"": 0.01, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 100.0, ""pr"": 0.77, ""pr_yd"": 7.73, ""pts_half_ppr"": 2.54, ""pts_ppr"": 2.94, ""pts_std"": 2.14, ""rec"": 0.8, ""rec_0_4"": 0.16, ""rec_10_19"": 0.24, ""rec_20_29"": 0.16, ""rec_2pt"": 0.0, ""rec_30_39"": 0.08, ""rec_40p"": 0.08, ""rec_5_9"": 0.16, ""rec_fd"": 1.15, ""rec_td"": 0.06, ""rec_tgt"": 1.24, ""rec_yd"": 11.54, ""rush_2pt"": 0.0, ""rush_40p"": 0.01, ""rush_att"": 0.9, ""rush_fd"": 0.45, ""rush_td"": 0.03, ""rush_yd"": 4.52}"
9482,,TE,LV,NO,4.58,3.51,2.44,"{""adp_dd_ppr"": 206.0, ""bonus_rec_te"": 2.14, ""def_fum_td"": 0.0, ""fum"": 0.02, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 32.0, ""pts_half_ppr"": 3.51, ""pts_ppr"": 4.58, ""pts_std"": 2.44, ""rec"": 2.14, ""rec_0_4"": 0.43, ""rec_10_19"": 0.64, ""rec_20_29"": 0.43, ""rec_2pt"": 0.0, ""rec_30_39"": 0.21, ""rec_40p"": 0.21, ""rec_5_9"": 0.43, ""rec_fd"": 1.85, ""rec_td"": 0.1, ""rec_tgt"": 3.01, ""rec_yd"": 18.54}"
