sleeper_id,player,position,team,opponent,pts_ppr,pts_half_ppr,pts_std,stats_json
6797,,QB,LAC,BUF,16.71,16.71,16.71,"{""adp_dd_ppr"": 113.0, ""bonus_rush_td_qb"": 0.2, ""cmp_pct"": 63.64, ""def_fum_td"": 0.0, ""fum"": 0.41, ""fum_lost"": 0.18, ""gp"": 1.0, ""pass_2pt"": 0.09, ""pass_att"": 32.48, ""pass_cmp"": 20.67, ""pass_cmp_40p"": 0.42, ""pass_fd"": 22.82, ""pass_inc"": 11.81, ""pass_int"": 0.57, ""pass_int_td"": 0.0, ""pass_sack"": 2.55, ""pass_td"": 1.25, ""pass_yd"": 228.25, ""pos_adp_dd_ppr"": 17.0, ""pts_half_ppr"": 16.71, ""pts_ppr"": 16.71, ""pts_std"": 16.71, ""rush_2pt"": 0.01, ""rush_40p"": 0.04, ""rush_att"": 4.23, ""rush_fd"": 2.15, ""rush_td"": 0.2, ""rush_yd"": 21.46}"
6801,,WR,CIN,PIT,14.28,12.12,9.95,"{""adp_dd_ppr"": 28.0, ""bonus_rec_wr"": 4.33, ""def_fum_td"": 0.0, ""fum"": 0.04, ""fum_lost"": 0.02, ""gp"": 1.0, ""pos_adp_dd_ppr"": 16.0, ""pts_half_ppr"": 12.12, ""pts_ppr"": 14.28, ""pts_std"": 9.95, ""rec"": 4.33, ""rec_0_4"": 0.87, ""rec_10_19"": 1.3, ""rec_20_29"": 0.87, ""rec_2pt"": 0.03, ""rec_30_39"": 0.43, ""rec_40p"": 0.43, ""rec_5_9"": 0.87, ""rec_fd"": 6.82, ""rec_td"": 0.51, ""rec_tgt"": 7.2, ""rec_yd"": 68.22, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.06, ""rush_fd"": 0.02, ""rush_td"": 0.0, ""rush_yd"": 0.24}"
6806,,RB,DEN,LAR,6.21,5.68,5.16,"{""adp_dd_ppr"": 196.0, ""bonus_rec_rb"": 1.05, ""def_fum_td"": 0.0, ""fum"": 0.07, ""fum_lost"": 0.03, ""gp"": 1.0, ""pos_adp_dd_ppr"": 48.0, ""pts_half_ppr"": 5.68, ""pts_ppr"": 6.21, ""pts_std"": 5.16, ""rec"": 1.05, ""rec_0_4"": 0.21, ""rec_10_19"": 0.31, ""rec_20_29"": 0.21, ""rec_2pt"": 0.0, ""rec_30_39"": 0.1, ""rec_40p"": 0.1, ""rec_5_9"": 0.21, ""rec_fd"": 0.54, ""rec_td"": 0.04, ""rec_tgt"": 1.21, ""rec_yd"": 5.41, ""rush_2pt"": 0.01, ""rush_40p"": 0.07, ""rush_att"": 6.92, ""rush_fd"": 3.45, ""rush_td"": 0.16, ""rush_yd"": 34.55}"
6819,,WR,PIT,CIN,9.23,7.41,5.58,"{""adp_dd_ppr"": 104.0, ""bonus_rec_wr"": 3.65, ""def_fum_td"": 0.0, ""fum"": 0.03, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 48.0, ""pts_half_ppr"": 7.41, ""pts_ppr"": 9.23, ""pts_std"": 5.58, ""rec"": 3.65, ""rec_0_4"": 0.73, ""rec_10_19"": 1.09, ""rec_20_29"": 0.73, ""rec_2pt"": 0.01, ""rec_30_39"": 0.36, ""rec_40p"": 0.36, ""rec_5_9"": 0.73, ""rec_fd"": 4.33, ""rec_td"": 0.21, ""rec_tgt"": 5.42, ""rec_yd"": 43.27, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.03, ""rush_fd"": 0.02, ""rush_td"": 0.0, ""rush_yd"": 0.16}"
7090,,WR,NYG,TEN,4.23,3.53,2.84,"{""adp_dd_ppr"": 197.0, ""bonus_rec_wr"": 1.39, ""def_fum_td"": 0.0, ""fum"": 0.01, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 86.0, ""pts_half_ppr"": 3.53, ""pts_ppr"": 4.23, ""pts_std"": 2.84, ""rec"": 1.39, ""rec_0_4"": 0.28, ""rec_10_19"": 0.42, ""rec_20_29"": 0.28, ""rec_2pt"": 0.0, ""rec_30_39"": 0.14, ""rec_40p"": 0.14, ""rec_5_9"": 0.28, ""rec_fd"": 2.3, ""rec_td"": 0.08, ""rec_tgt"": 2.65, ""rec_yd"": 22.97, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.06, ""rush_fd"": 0.03, ""rush_td"": 0.0, ""rush_yd"": 0.27}"
7526,,WR,DEN,LAR,13.52,11.15,8.78,"{""adp_dd_ppr"": 37.0, ""bonus_rec_wr"": 4.73, ""def_fum_td"": 0.0, ""fum"": 0.04, ""fum_lost"": 0.02, ""gp"": 1.0, ""pos_adp_dd_ppr"": 21.0, ""pts_half_ppr"": 11.15, ""pts_ppr"": 13.52, ""pts_std"": 8.78, ""rec"": 4.73, ""rec_0_4"": 0.95, ""rec_10_19"": 1.42, ""rec_20_29"": 0.95, ""rec_2pt"": 0.02, ""rec_30_39"": 0.47, ""rec_40p"": 0.47, ""rec_5_9"": 0.95, ""rec_fd"": 6.55, ""rec_td"": 0.35, ""rec_tgt"": 7.39, ""rec_yd"": 65.51, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.22, ""rush_fd"": 0.12, ""rush_td"": 0.01, ""rush_yd"": 1.17}"
7670,,WR,BUF,LAC,1.91,1.57,1.23,"{""adp_dd_ppr"": 260.0, ""bonus_rec_wr"": 0.68, ""def_fum_td"": 0.0, ""fum"": 0.01, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 119.0, ""pts_half_ppr"": 1.57, ""pts_ppr"": 1.91, ""pts_std"": 1.23, ""rec"": 0.68, ""rec_0_4"": 0.14, ""rec_10_19"": 0.21, ""rec_20_29"": 0.14, ""rec_2pt"": 0.0, ""rec_30_39"": 0.07, ""rec_40p"": 0.07, ""rec_5_9"": 0.14, ""rec_fd"": 1.02, ""rec_td"": 0.03, ""rec_tgt"": 1.19, ""rec_yd"": 10.23}"
7839,,K,CIN,PIT,7.46,7.46,7.46,"{""adp_dd_ppr"": 999.0, ""fga"": 2.04, ""fgm"": 1.69, ""fgm_20_29"": 0.29, ""fgm_30_39"": 0.44, ""fgm_40_49"": 0.44, ""fgm_50p"": 0.24, ""fgm_yds"": 58.82, ""fgmiss_30_39"": 0.04, ""fgmiss_40_49"": 0.04, ""fgmiss_50p"": 0.13, ""gp"": 1.0, ""pos_adp_dd_ppr"": 999.0, ""pts_half_ppr"": 7.46, ""pts_ppr"": 7.46, ""pts_std"": 7.46, ""xpa"": 2.57, ""xpm"": 2.45, ""xpmiss"": 0.12}"
8121,,WR,NE,JAX,9.36,7.7,6.05,"{""adp_dd_ppr"": 100.0, ""bonus_rec_wr"": 3.3, ""def_fum_td"": 0.0, ""fum"": 0.03, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 45.0, ""pr"": 0.06, ""pr_yd"": 0.67, ""pts_half_ppr"": 7.7, ""pts_ppr"": 9.36, ""pts_std"": 6.05, ""rec"": 3.3, ""rec_0_4"": 0.66, ""rec_10_19"": 0.99, ""rec_20_29"": 0.66, ""rec_2pt"": 0.02, ""rec_30_39"": 0.33, ""rec_40p"": 0.33, ""rec_5_9"": 0.66, ""rec_fd"": 4.75, ""rec_td"": 0.22, ""rec_tgt"": 5.32, ""rec_yd"": 47.55}"
8130,,TE,ARI,SF,17.08,13.45,9.82,"{""adp_dd_ppr"": 15.0, ""bonus_rec_te"": 7.26, ""def_fum_td"": 0.0, ""fum"": 0.06, ""fum_lost"": 0.03, ""gp"": 1.0, ""pos_adp_dd_ppr"": 1.0, ""pts_half_ppr"": 13.45, ""pts_ppr"": 17.08, ""pts_std"": 9.82, ""rec"": 7.26, ""rec_0_4"": 1.45, ""rec_10_19"": 2.18, ""rec_20_29"": 1.45, ""rec_2pt"": 0.03, ""rec_30_39"": 0.73, ""rec_40p"": 0.73, ""rec_5_9"": 1.45, ""rec_fd"": 6.78, ""rec_td"": 0.49, ""rec_tgt"": 9.17, ""rec_yd"": 67.76, ""rush_att"": 0.12, ""rush_fd"": 0.05, ""rush_td"": 0.01, ""rush_yd"": 0.48}"
8134,,WR,BUF,LAC,10.38,8.19,6.0,"{""adp_dd_ppr"": 78.0, ""bonus_rec_wr"": 4.37, ""def_fum_td"": 0.0, ""fum"": 0.05, ""fum_lost"": 0.02, ""gp"": 1.0, ""pos_adp_dd_ppr"": 35.0, ""pr"": 0.76, ""pr_yd"": 8.08, ""pts_half_ppr"": 8.19, ""pts_ppr"": 10.38, ""pts_std"": 6.0, ""rec"": 4.37, ""rec_0_4"": 0.87, ""rec_10_19"": 1.31, ""rec_20_29"": 0.87, ""rec_2pt"": 0.01, ""rec_30_39"": 0.44, ""rec_40p"": 0.44, ""rec_5_9"": 0.87, ""rec_fd"": 4.99, ""rec_td"": 0.16, ""rec_tgt"": 6.11, ""rec_yd"": 49.87, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.1, ""rush_fd"": 0.04, ""rush_td"": 0.0, ""rush_yd"": 0.43}"
8145,,TE,NYJ,DET,0.95,0.72,0.5,"{""adp_dd_ppr"": 330.0, ""bonus_rec_te"": 0.44, ""def_fum_td"": 0.0, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 76.0, ""pts_half_ppr"": 0.72, ""pts_ppr"": 0.95, ""pts_std"": 0.5, ""rec"": 0.44, ""rec_0_4"": 0.09, ""rec_10_19"": 0.13, ""rec_20_29"": 0.09, ""rec_2pt"": 0.0, ""rec_30_39"": 0.04, ""rec_40p"": 0.04, ""rec_5_9"": 0.09, ""rec_fd"": 0.34, ""rec_td"": 0.03, ""rec_tgt"": 0.57, ""rec_yd"": 3.42}"
8172,,TE,MIA,KC,5.81,4.64,3.46,"{""adp_dd_ppr"": 179.0, ""bonus_rec_te"": 2.35, ""def_fum_td"": 0.0, ""fum"": 0.02, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 27.0, ""pts_half_ppr"": 4.64, ""pts_ppr"": 5.81, ""pts_std"": 3.46, ""rec"": 2.35, ""rec_0_4"": 0.47, ""rec_10_19"": 0.71, ""rec_20_29"": 0.47, ""rec_2pt"": 0.01, ""rec_30_39"": 0.24, ""rec_40p"": 0.24, ""rec_5_9"": 0.47, ""rec_fd"": 2.66, ""rec_td"": 0.13, ""rec_tgt"": 3.09, ""rec_yd"": 26.61}"
8181,,RB,LV,NO,0.89,0.74,0.6,"{""adp_dd_ppr"": 381.0, ""def_fum_td"": 0.0, ""fum"": 0.01, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 82.0, ""pts_half_ppr"": 0.74, ""pts_ppr"": 0.89, ""pts_std"": 0.6, ""rec"": 0.3, ""rec_0_4"": 0.06, ""rec_10_19"": 0.09, ""rec_20_29"": 0.06, ""rec_2pt"": 0.0, ""rec_30_39"": 0.03, ""rec_40p"": 0.03, ""rec_5_9"": 0.06, ""rec_fd"": 0.23, ""rec_td"": 0.02, ""rec_tgt"": 0.4, ""rec_yd"": 2.32, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.42, ""rush_fd"": 0.14, ""rush_td"": 0.02, ""rush_yd"": 1.44}"
8219,,TE,NYJ,DET,0.31,0.25,0.19,"{""adp_dd_ppr"": 366.0, ""bonus_rec_te"": 0.12, ""gp"": 1.0, ""pos_adp_dd_ppr"": 91.0, ""pts_half_ppr"": 0.25, ""pts_ppr"": 0.31, ""pts_std"": 0.19, ""rec"": 0.12, ""rec_0_4"": 0.02, ""rec_10_19"": 0.04, ""rec_20_29"": 0.02, ""rec_30_39"": 0.01, ""rec_40p"": 0.01, ""rec_5_9"": 0.02, ""rec_fd"": 0.13, ""rec_td"": 0.01, ""rec_tgt"": 0.19, ""rec_yd"": 1.32}"
8259,,K,LAC,BUF,7.74,7.74,7.74,"{""adp_dd_ppr"": 999.0, ""fga"": 2.07, ""fgm"": 1.79, ""fgm_20_29"": 0.33, ""fgm_30_39"": 0.47, ""fgm_40_49"": 0.42, ""fgm_50p"": 0.28, ""fgm_yds"": 62.77, ""fgmiss_30_39"": 0.03, ""fgmiss_40_49"": 0.03, ""fgmiss_50p"": 0.1, ""gp"": 1.0, ""pos_adp_dd_ppr"": 999.0, ""pts_half_ppr"": 7.74, ""pts_ppr"": 7.74, ""pts_std"": 7.74, ""xpa"": 2.46, ""xpm"": 2.35, ""xpmiss"": 0.11}"
8489,,TE,IND,HOU,0.4,0.31,0.23,"{""adp_dd_ppr"": 363.0, ""bonus_rec_te"": 0.17, ""def_fum_td"": 0.0, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 89.0, ""pts_half_ppr"": 0.31, ""pts_ppr"": 0.4, ""pts_std"": 0.23, ""rec"": 0.17, ""rec_0_4"": 0.03, ""rec_10_19"": 0.05, ""rec_20_29"": 0.03, ""rec_2pt"": 0.0, ""rec_30_39"": 0.02, ""rec_40p"": 0.02, ""rec_5_9"": 0.03, ""rec_fd"": 0.16, ""rec_td"": 0.01, ""rec_tgt"": 0.26, ""rec_yd"": 1.62}"
9221,,RB,DET,NYJ,23.02,20.85,18.67,"{""adp_dd_ppr"": 2.0, ""bonus_rec_rb"": 4.36, ""def_fum_td"": 0.0, ""fum"": 0.23, ""fum_lost"": 0.1, ""gp"": 1.0, ""pos_adp_dd_ppr"": 1.0, ""pts_half_ppr"": 20.85, ""pts_ppr"": 23.02, ""pts_std"": 18.67, ""rec"": 4.36, ""rec_0_4"": 0.87, ""rec_10_19"": 1.31, ""rec_20_29"": 0.87, ""rec_2pt"": 0.02, ""rec_30_39"": 0.44, ""rec_40p"": 0.44, ""rec_5_9"": 0.87, ""rec_fd"": 3.06, ""rec_td"": 0.28, ""rec_tgt"": 5.17, ""rec_yd"": 30.61, ""rush_2pt"": 0.05, ""rush_40p"": 0.21, ""rush_att"": 19.7, ""rush_fd"": 9.7, ""rush_td"": 0.72, ""rush_yd"": 97.0}"
9228,,QB,CAR,CLE,16.45,16.45,16.45,"{""adp_dd_ppr"": 118.0, ""bonus_rush_td_qb"": 0.25, ""cmp_pct"": 59.29, ""def_fum_td"": 0.0, ""fum"": 0.4, ""fum_lost"": 0.18, ""gp"": 1.0, ""pass_2pt"": 0.08, ""pass_att"": 30.99, ""pass_cmp"": 18.37, ""pass_cmp_40p"": 0.37, ""pass_fd"": 19.52, ""pass_inc"": 12.61, ""pass_int"": 0.64, ""pass_int_td"": 0.0, ""pass_sack"": 2.47, ""pass_td"": 1.4, ""pass_yd"": 195.24, ""pos_adp_dd_ppr"": 18.0, ""pts_half_ppr"": 16.45, ""pts_ppr"": 16.45, ""pts_std"": 16.45, ""rush_2pt"": 0.02, ""rush_40p"": 0.05, ""rush_att"": 4.75, ""rush_fd"": 2.36, ""rush_td"": 0.25, ""rush_yd"": 23.55}"
9500,,WR,IND,HOU,10.99,8.86,6.74,"{""adp_dd_ppr"": 67.0, ""bonus_rec_wr"": 4.26, ""def_fum_td"": 0.0, ""fum"": 0.04, ""fum_lost"": 0.02, ""gp"": 1.0, ""pos_adp_dd_ppr"": 31.0, ""pr"": 0.54, ""pr_yd"": 5.16, ""pts_half_ppr"": 8.86, ""pts_ppr"": 10.99, ""pts_std"": 6.74, ""rec"": 4.26, ""rec_0_4"": 0.85, ""rec_10_19"": 1.28, ""rec_20_29"": 0.85, ""rec_2pt"": 0.02, ""rec_30_39"": 0.43, ""rec_40p"": 0.43, ""rec_5_9"": 0.85, ""rec_fd"": 5.02, ""rec_td"": 0.27, ""rec_tgt"": 6.78, ""rec_yd"": 50.25, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.21, ""rush_fd"": 0.06, ""rush_td"": 0.01, ""rush_yd"": 0.59}"
9508,,RB,TEN,NYG,8.57,7.39,6.21,"{""adp_dd_ppr"": 154.0, ""bonus_rec_rb"": 2.36, ""def_fum_td"": 0.0, ""def_kr_yd"": 4.14, ""fum"": 0.07, ""fum_lost"": 0.03, ""gp"": 1.0, ""pos_adp_dd_ppr"": 34.0, ""pts_half_ppr"": 7.39, ""pts_ppr"": 8.57, ""pts_std"": 6.21, ""rec"": 2.36, ""rec_0_4"": 0.47, ""rec_10_19"": 0.71, ""rec_20_29"": 0.47, ""rec_2pt"": 0.0, ""rec_30_39"": 0.24, ""rec_40p"": 0.24, ""rec_5_9"": 0.47, ""rec_fd"": 1.46, ""rec_td"": 0.04, ""rec_tgt"": 2.63, ""rec_yd"": 14.55, ""rush_2pt"": 0.01, ""rush_40p"": 0.06, ""rush_att"": 6.11, ""rush_fd"": 2.93, ""rush_td"": 0.27, ""rush_yd"": 29.3}"
9756,,WR,MIN,TB,9.21,7.75,6.29,"{""adp_dd_ppr"": 105.0, ""bonus_rec_wr"": 2.92, ""def_fum_td"": 0.0, ""fum"": 0.03, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 49.0, ""pts_half_ppr"": 7.75, ""pts_ppr"": 9.21, ""pts_std"": 6.29, ""rec"": 2.92, ""rec_0_4"": 0.58, ""rec_10_19"": 0.88, ""rec_20_29"": 0.58, ""rec_2pt"": 0.01, ""rec_30_39"": 0.29, ""rec_40p"": 0.29, ""rec_5_9"": 0.58, ""rec_fd"": 4.21, ""rec_td"": 0.28, ""rec_tgt"": 5.21, ""rec_yd"": 42.11, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.3, ""rush_fd"": 0.26, ""rush_td"": 0.02, ""rush_yd"": 2.59}"
BAL,,DEF,BAL,DAL,6.53,6.53,6.53,"{""adp_dd_ppr"": 999.0, ""blk_kick"": 0.05, ""def_fum_td"": 0.05, ""def_kr_yd"": 79.67, ""def_pr_yd"": 94.07, ""def_td"": 0.15, ""ff"": 0.72, ""fum_rec"": 0.51, ""gp"": 1.0, ""int"": 0.72, ""pass_int_td"": 0.1, ""pos_adp_dd_ppr"": 999.0, ""pr_yd"": 14.39, ""pts_allow"": 24.5, ""pts_allow_21_27"": 1.0, ""pts_half_ppr"": 6.53, ""pts_ppr"": 6.53, ""pts_std"": 6.53, ""sack"": 2.31, ""tkl_loss"": 4.37, ""yds_allow"": 369.22, ""yds_allow_350_399"": 1.0}"
JAX,,DEF,JAX,NE,6.78,6.78,6.78,"{""adp_dd_ppr"": 999.0, ""blk_kick"": 0.06, ""def_fum_td"": 0.06, ""def_kr_yd"": 88.87, ""def_pr_yd"": 103.87, ""def_td"": 0.17, ""ff"": 0.72, ""fum_rec"": 0.56, ""gp"": 1.0, ""int"": 0.72, ""pass_int_td"": 0.11, ""pos_adp_dd_ppr"": 999.0, ""pr_yd"": 15.0, ""pts_allow"": 21.25, ""pts_allow_21_27"": 1.0, ""pts_half_ppr"": 6.78, ""pts_ppr"": 6.78, ""pts_std"": 6.78, ""sack"": 2.39, ""tkl_loss"": 4.67, ""yds_allow"": 380.07, ""yds_allow_350_399"": 1.0}"
MIN,,DEF,MIN,TB,8.56,8.56,8.56,"{""adp_dd_ppr"": 999.0, ""blk_kick"": 0.06, ""def_fum_td"": 0.06, ""def_kr_yd"": 97.52, ""def_pr_td"": 0.06, ""def_pr_yd"": 114.59, ""def_td"": 0.12, ""ff"": 0.85, ""fum_rec"": 0.61, ""gp"": 1.0, ""int"": 0.79, ""pass_int_td"": 0.06, ""pos_adp_dd_ppr"": 999.0, ""pr_td"": 0.06, ""pr_yd"": 17.07, ""pts_allow"": 20.5, ""pts_allow_14_20"": 1.0, ""pts_half_ppr"": 8.56, ""pts_ppr"": 8.56, ""pts_std"": 8.56, ""sack"": 2.68, ""st_td"": 0.06, ""tkl_loss"": 5.12, ""yds_allow"": 325.45, ""yds_allow_300_349"": 1.0}"
SEA,,DEF,SEA,WAS,9.53,9.53,9.53,"{""adp_dd_ppr"": 999.0, ""blk_kick"": 0.06, ""def_fum_td"": 0.11, ""def_kr_yd"": 82.45, ""def_pr_td"": 0.06, ""def_pr_yd"": 99.51, ""def_td"": 0.23, ""ff"": 0.85, ""fum_rec"": 0.63, ""gp"": 1.0, ""int"": 0.91, ""pass_int_td"": 0.11, ""pos_adp_dd_ppr"": 999.0, ""pr_td"": 0.06, ""pr_yd"": 17.06, ""pts_allow"": 16.75, ""pts_allow_14_20"": 1.0, ""pts_half_ppr"": 9.53, ""pts_ppr"": 9.53, ""pts_std"": 9.53, ""sack"": 2.67, ""safe"": 0.06, ""st_td"": 0.06, ""tkl_loss"": 5.12, ""yds_allow"": 302.75, ""yds_allow_300_349"": 1.0}"
SF,,DEF,SF,ARI,8.66,8.66,8.66,"{""adp_dd_ppr"": 999.0, ""blk_kick"": 0.07, ""def_fum_td"": 0.07, ""def_kr_yd"": 122.83, ""def_pr_yd"": 141.26, ""def_td"": 0.14, ""ff"": 0.72, ""fum_rec"": 0.65, ""gp"": 1.0, ""int"": 0.87, ""pass_int_td"": 0.07, ""pos_adp_dd_ppr"": 999.0, ""pr_yd"": 18.42, ""pts_allow"": 19.75, ""pts_allow_14_20"": 1.0, ""pts_half_ppr"": 8.66, ""pts_ppr"": 8.66, ""pts_std"": 8.66, ""sack"": 2.89, ""tkl_loss"": 5.13, ""yds_allow"": 320.04, ""yds_allow_300_349"": 1.0}"
10218,,WR,HOU,IND,5.38,4.42,3.46,"{""adp_dd_ppr"": 176.0, ""bonus_rec_wr"": 1.92, ""def_fum_td"": 0.0, ""fum"": 0.02, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 79.0, ""pts_half_ppr"": 4.42, ""pts_ppr"": 5.38, ""pts_std"": 3.46, ""rec"": 1.92, ""rec_0_4"": 0.38, ""rec_10_19"": 0.58, ""rec_20_29"": 0.38, ""rec_2pt"": 0.01, ""rec_30_39"": 0.19, ""rec_40p"": 0.19, ""rec_5_9"": 0.38, ""rec_fd"": 2.84, ""rec_td"": 0.1, ""rec_tgt"": 3.59, ""rec_yd"": 28.35, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.07, ""rush_fd"": 0.04, ""rush_td"": 0.0, ""rush_yd"": 0.36}"
10219,,RB,JAX,NE,5.62,5.37,5.12,"{""adp_dd_ppr"": 210.0, ""bonus_rec_rb"": 0.5, ""def_fum_td"": 0.0, ""def_kr_yd"": 3.01, ""fum"": 0.07, ""fum_lost"": 0.03, ""gp"": 1.0, ""pos_adp_dd_ppr"": 51.0, ""pts_half_ppr"": 5.37, ""pts_ppr"": 5.62, ""pts_std"": 5.12, ""rec"": 0.5, ""rec_0_4"": 0.1, ""rec_10_19"": 0.15, ""rec_20_29"": 0.1, ""rec_2pt"": 0.0, ""rec_30_39"": 0.05, ""rec_40p"": 0.05, ""rec_5_9"": 0.1, ""rec_fd"": 0.41, ""rec_td"": 0.03, ""rec_tgt"": 0.68, ""rec_yd"": 4.1, ""rush_2pt"": 0.02, ""rush_40p"": 0.07, ""rush_att"": 6.68, ""rush_fd"": 2.89, ""rush_td"": 0.28, ""rush_yd"": 28.87}"
10227,,TE,TB,MIN,0.2,0.17,0.13,"{""adp_dd_ppr"": 372.0, ""bonus_rec_te"": 0.07, ""def_fum_td"": 0.0, ""fum"": 0.0, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 96.0, ""pts_half_ppr"": 0.17, ""pts_ppr"": 0.2, ""pts_std"": 0.13, ""rec"": 0.07, ""rec_0_4"": 0.01, ""rec_10_19"": 0.02, ""rec_20_29"": 0.01, ""rec_2pt"": 0.0, ""rec_30_39"": 0.01, ""rec_40p"": 0.01, ""rec_5_9"": 0.01, ""rec_fd"": 0.08, ""rec_td"": 0.01, ""rec_tgt"": 0.13, ""rec_yd"": 0.81}"
11056,,WR,HOU,IND,1.1,0.88,0.67,"{""adp_dd_ppr"": 289.0, ""bonus_rec_wr"": 0.43, ""gp"": 1.0, ""pos_adp_dd_ppr"": 133.0, ""pts_half_ppr"": 0.88, ""pts_ppr"": 1.1, ""pts_std"": 0.67, ""rec"": 0.43, ""rec_0_4"": 0.09, ""rec_10_19"": 0.13, ""rec_20_29"": 0.09, ""rec_30_39"": 0.04, ""rec_40p"": 0.04, ""rec_5_9"": 0.09, ""rec_fd"": 0.5, ""rec_td"": 0.03, ""rec_tgt"": 0.65, ""rec_yd"": 5.02}"
11168,,WR,LAR,DEN,1.15,0.95,0.76,"{""adp_dd_ppr"": 286.0, ""bonus_rec_wr"": 0.39, ""def_fum_td"": 0.0, ""def_kr_yd"": 22.14, ""fum"": 0.01, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 132.0, ""pr"": 1.19, ""pr_yd"": 11.92, ""pts_half_ppr"": 0.95, ""pts_ppr"": 1.15, ""pts_std"": 0.76, ""rec"": 0.39, ""rec_0_4"": 0.08, ""rec_10_19"": 0.12, ""rec_20_29"": 0.08, ""rec_2pt"": 0.0, ""rec_30_39"": 0.04, ""rec_40p"": 0.04, ""rec_5_9"": 0.08, ""rec_fd"": 0.57, ""rec_td"": 0.02, ""rec_tgt"": 0.67, ""rec_yd"": 5.69, ""rush_2pt"": 0.0, ""rush_40p"": 0.0, ""rush_att"": 0.09, ""rush_fd"": 0.04, ""rush_td"": 0.0, ""rush_yd"": 0.42}"
11237,,RB,DET,NYJ,1.24,1.07,0.9,"{""adp_dd_ppr"": 379.0, ""bonus_rec_rb"": 0.34, ""def_fum_td"": 0.0, ""fum"": 0.01, ""fum_lost"": 0.0, ""gp"": 1.0, ""pos_adp_dd_ppr"": 81.0, ""pts_half_ppr"": 1.07, ""pts_ppr"": 1.24, ""pts_std"": 0.9, ""rec"": 0.34, ""rec_0_4"": 0.07, ""rec_10_19"": 0.1, ""rec_20_29"": 0.07, ""rec_2pt"": 0.0, ""rec_30_39"": 0.03, ""rec_40p"": 0.03, ""rec_5_9"": 0.07, ""rec_fd"": 0.28, ""rec_td"": 0.02, ""rec_tgt"": 0.44, ""rec_yd"": 2.78, ""rush_2pt"": 0.0, ""rush_40p"": 0.01, ""rush_att"": 0.76, ""rush_fd"": 0.36, ""rush_td"": 0.02, ""rush_yd"": 3.59}"
11439,,RB,CLE,CAR,1.89,1.65,1.4,"{""adp_dd_ppr"": 349.0, ""bonus_rec_rb"": 0.49, ""def_fum_td"": 0.0, ""fum"": 0.01, ""fum_lost"": 0.01, ""gp"": 1.0, ""pos_adp_dd_ppr"": 74.0, ""pts_half_ppr"": 1.65, ""pts_ppr"": 1.89, ""pts_std"": 1.4, ""rec"": 0.49, ""rec_0_4"": 0.1, ""rec_10_19"": 0.15, ""rec_20_29"": 0.1, ""rec_2pt"": 0.0, ""rec_30_39"": 0.05, ""rec_40p"": 0.05, ""rec_5_9"": 0.1, ""rec_fd"": 0.32, ""rec_td"": 0.03, ""rec_tgt"": 0.61, ""rec_yd"": 3.22, ""rush_2pt"": 0.0, ""rush_40p"": 0.01, ""rush_att"": 1.22, ""rush_fd"": 0.64, ""rush_td"": 0.05, ""rush_yd"": 6.45}"
