snapshot_utc,source_dt,sleeper_id,gsis_id,player,position,nfl_team,kr_rank,pr_rank,return_roles,offensive_depth_position,offensive_depth_rank,dual_role_offense_return,baseline_games,baseline_kr_yards,baseline_pr_yards,projected_kr_yards_per_game,projected_pr_yards_per_game,projected_return_td_per_game,projection_source,confidence,redraft_ecr,my_leagues,my_starting_leagues,free_agent_leagues,offensive_role_source,injury_status,practice_participation
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,12476,00-0040202,Devin Neal,RB,NO,4,,KR,,,False,9,152.0,0.0,2.5,0.0,0.0,2025 weekly player stats,MEDIUM,271.65,,,,none detected,IR,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,8076,00-0036959,Michael Bandy,WR,DEN,,2,PR,,,False,4,0.0,29.0,0.0,2.5,0.0,2025 weekly player stats,MEDIUM,,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,12496,00-0040154,Tai Felton,WR,MIN,3,2,KR+PR,,,False,12,178.0,0.0,2.2,0.0,0.0,2025 weekly player stats,MEDIUM,316.0,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,8207,00-0037120,Tyler Goodson,RB,ATL,2,,KR,,,False,10,60.0,0.0,2.1,0.0,0.0,2025 weekly player stats,MEDIUM,336.57,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,7039,00-0035891,Cody White,WR,SEA,4,,KR,,,False,8,106.0,0.0,2.0,0.0,0.0,2025 weekly player stats,MEDIUM,,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,6699,00-0035645,Gunner Olszewski,WR,NYG,,4,PR,,,False,16,682.0,216.0,0.0,2.0,0.0,2025 weekly player stats,MEDIUM,,,,,none detected,IR,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,8254,00-0037594,Julius Chestnut,RB,TEN,2,,KR,,,False,16,81.0,0.0,1.8,0.0,0.0,2025 weekly player stats,MEDIUM,,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,8147,00-0037614,John Metchie III,WR,CAR,3,,KR,,,False,13,120.0,0.0,1.4,0.0,0.0,2025 weekly player stats,MEDIUM,323.27,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,7587,00-0036626,Dyami Brown,WR,WAS,3,,KR,,,False,11,106.0,0.0,1.4,0.0,0.0,2025 weekly player stats,MEDIUM,338.71,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,8125,00-0037837,Calvin Austin III,WR,NYG,,3,PR,,,False,14,0.0,101.0,0.0,1.1,0.0,2025 weekly player stats,MEDIUM,,,,,none detected,IR,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,11921,00-0039521,Xavier Weaver,WR,ARI,4,,KR,,,False,7,51.0,0.0,1.1,0.0,0.0,2025 weekly player stats,MEDIUM,,,,,none detected,IR,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,9502,00-0038977,Tank Dell,WR,HOU,,2,PR,,,False,0,0.0,0.0,0.0,0.7,0.0,role-based fallback,LOW,211.44,12-Team Dynasty — One League to Rule Them All,,,none detected,IR,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,13268,00-0040876,Elijah Sarratt,WR,BAL,,2,PR,,,False,0,0.0,0.0,0.0,0.7,0.0,role-based fallback,LOW,261.62,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,12485,00-0040237,Tez Johnson,WR,TB,,2,PR,,,False,15,0.0,0.0,0.0,0.7,0.0,role-based fallback,LOW,312.79,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,6271,00-0035208,Olamide Zaccheaus,WR,ATL,3,2,KR+PR,,,False,14,0.0,0.0,0.0,0.7,0.0,role-based fallback,LOW,313.72,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,13380,00-0041550,Brenen Thompson,WR,LAC,,2,PR,,,False,0,0.0,0.0,0.0,0.7,0.0,role-based fallback,LOW,316.72,,,,none detected,Questionable,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,11729,00-0039364,Sione Vaki,RB,DET,3,,KR,,,False,8,39.0,0.0,0.7,0.0,0.0,2025 weekly player stats,MEDIUM,317.0,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,12634,00-0040172,Jordan Watkins,WR,SF,,2,PR,,,False,2,0.0,0.0,0.0,0.7,0.0,role-based fallback,LOW,318.0,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,13338,00-0041529,Kevin Coleman Jr.,WR,MIA,,2,PR,,,False,0,0.0,0.0,0.0,0.7,0.0,role-based fallback,LOW,329.48,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,13394,00-0041100,Josh Cameron,WR,JAX,3,2,KR+PR,,,False,0,0.0,0.0,0.0,0.7,0.0,role-based fallback,LOW,377.5,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,13264,00-0040785,Dohnte Meyers,WR,CIN,,2,PR,,,False,0,0.0,0.0,0.0,0.7,0.0,role-based fallback,LOW,,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,12925,00-0040405,Jamaal Pritchett,WR,NYJ,,2,PR,,,False,0,0.0,0.0,0.0,0.7,0.0,role-based fallback,LOW,,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,7666,00-0036998,Jevon Holland,DB,NYG,,2,PR,,,False,13,0.0,7.0,0.0,0.2,0.0,2025 weekly player stats,MEDIUM,,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,13302,00-0040888,Adam Randall,RB,BAL,4,,KR,,,False,0,0.0,0.0,0.0,0.0,0.0,role-based fallback,LOW,287.12,,,,none detected,IR,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,10218,00-0038618,Xavier Hutchinson,WR,HOU,4,,KR,,,False,16,0.0,0.0,0.0,0.0,0.0,role-based fallback,LOW,287.42,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,8135,00-0037742,Treylon Burks,WR,WAS,,3,PR,,,False,8,22.0,0.0,0.0,0.0,0.0,2025 weekly player stats,MEDIUM,318.55,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,6427,00-0035021,Ashton Dulin,WR,IND,,3,PR,,,False,12,516.0,0.0,0.0,0.0,0.0,2025 weekly player stats,MEDIUM,321.36,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,6798,00-0036387,Jalen Reagor,WR,MIA,3,3,KR+PR,,,False,0,0.0,0.0,0.0,0.0,0.0,role-based fallback,LOW,363.33,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,11157,00-0038840,Brycen Tremayne,WR,CAR,,3,PR,,,False,15,0.0,0.0,0.0,0.0,0.0,2025 weekly player stats,MEDIUM,,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,4274,00-0033589,David Moore,WR,CAR,5,2,KR+PR,,,False,3,0.0,0.0,0.0,0.0,0.0,2025 weekly player stats,MEDIUM,,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,12734,00-0040232,Donte Kent,DB,PIT,4,3,KR+PR,,,False,0,0.0,0.0,0.0,0.0,0.0,role-based fallback,LOW,,,,,none detected,PUP,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,10225,00-0039062,Jonathan Mingo,WR,DAL,,3,PR,,,False,5,0.0,0.0,0.0,0.0,0.0,role-based fallback,LOW,,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,11693,00-0039807,Max Melton,DB,ARI,,3,PR,,,False,9,0.0,0.0,0.0,0.0,0.0,role-based fallback,LOW,,,,,none detected,,
2026-08-31T16:33:50+00:00,2026-08-31T14:44:50Z,11638,00-0039916,Ricky Pearsall,WR,SF,,3,PR,,,False,9,0.0,0.0,0.0,0.0,0.0,role-based fallback,LOW,,,,,none detected,IR,
