snapshot_utc,league_id,draft_id,season,status,type,rounds,start_time,last_picked,metadata,settings
2026-09-05T14:14:32+00:00,1389740418316374016,1389740418316374017,2026,complete,snake,15,1787518871810,1787520850012,"{""description"": """", ""name"": ""Big Tiger Takeover"", ""scoring_type"": ""ppr"", ""show_team_names"": ""0""}","{""alpha_sort"": 0, ""autopause_enabled"": 0, ""autopause_end_time"": 840, ""autopause_start_time"": 120, ""autostart"": 0, ""cpu_autopick"": 1, ""enforce_position_limits"": 1, ""nomination_timer"": 60, ""pick_timer"": 30, ""player_type"": 0, ""reversal_round"": 0, ""rounds"": 15, ""slots_bn"": 5, ""slots_def"": 1, ""slots_flex"": 2, ""slots_k"": 1, ""slots_qb"": 1, ""slots_rb"": 2, ""slots_te"": 1, ""slots_wr"": 2, ""teams"": 10}"
2026-09-05T14:14:32+00:00,1370453762442797056,1370453762451185664,2026,complete,snake,15,1787522414876,1787527102989,"{""description"": """", ""league_type"": ""3"", ""name"": ""Surviving the Chamber"", ""scoring_type"": ""ppr"", ""show_team_names"": ""0""}","{""alpha_sort"": 0, ""autopause_enabled"": 0, ""autopause_end_time"": 840, ""autopause_start_time"": 120, ""autostart"": 0, ""cpu_autopick"": 1, ""enforce_position_limits"": 1, ""nomination_timer"": 60, ""pick_timer"": 60, ""player_type"": 0, ""reversal_round"": 0, ""rounds"": 15, ""slots_bn"": 6, ""slots_flex"": 2, ""slots_k"": 1, ""slots_qb"": 1, ""slots_rb"": 2, ""slots_te"": 1, ""slots_wr"": 2, ""teams"": 18}"
2026-09-05T14:14:32+00:00,1370218620990263296,1370218623456526336,2026,complete,snake,30,1781388069343,1782929219020,"{""description"": """", ""league_type"": ""2"", ""name"": ""One League to Rule Them All"", ""scoring_type"": ""dynasty_2qb"", ""show_team_names"": ""0""}","{""alpha_sort"": 0, ""autopause_enabled"": 1, ""autopause_end_time"": 660, ""autopause_start_time"": 300, ""autostart"": 1, ""cpu_autopick"": 1, ""enforce_position_limits"": 1, ""nomination_timer"": 60, ""pick_timer"": 28800, ""player_type"": 0, ""reversal_round"": 3, ""rounds"": 30, ""slots_bn"": 15, ""slots_flex"": 2, ""slots_qb"": 1, ""slots_rb"": 2, ""slots_super_flex"": 1, ""slots_te"": 1, ""slots_wr"": 3, ""teams"": 12}"
2026-09-05T14:14:32+00:00,1366076769534251008,1366076770662518784,2026,complete,snake,31,1785708018111,1786662999223,"{""description"": """", ""league_type"": ""2"", ""name"": ""Dynasty V2"", ""scoring_type"": ""dynasty_2qb"", ""show_team_names"": ""0""}","{""alpha_sort"": 0, ""autopause_enabled"": 1, ""autopause_end_time"": 660, ""autopause_start_time"": 180, ""autostart"": 0, ""cpu_autopick"": 1, ""enforce_position_limits"": 1, ""nomination_timer"": 60, ""pick_timer"": 14400, ""player_type"": 0, ""reversal_round"": 0, ""rounds"": 31, ""slots_bn"": 16, ""slots_flex"": 2, ""slots_qb"": 1, ""slots_rb"": 2, ""slots_super_flex"": 1, ""slots_te"": 1, ""slots_wr"": 2, ""teams"": 10}"
2026-09-05T14:14:32+00:00,1359546418284494848,1359546419505029120,2026,pre_draft,snake,17,1788735638000,1788134779544,"{""description"": """", ""league_type"": ""1"", ""name"": ""League Is Rigged V2"", ""scoring_type"": ""idp_1qb"", ""show_team_names"": ""0""}","{""alpha_sort"": 0, ""autopause_enabled"": 0, ""autopause_end_time"": 840, ""autopause_start_time"": 120, ""autostart"": 0, ""cpu_autopick"": 1, ""enforce_position_limits"": 1, ""nomination_timer"": 60, ""pick_timer"": 120, ""player_type"": 0, ""reversal_round"": 0, ""rounds"": 17, ""slots_bn"": 6, ""slots_db"": 1, ""slots_dl"": 1, ""slots_flex"": 1, ""slots_k"": 1, ""slots_lb"": 1, ""slots_qb"": 1, ""slots_rb"": 2, ""slots_te"": 1, ""slots_wr"": 2, ""teams"": 12}"
