snapshot_utc,league_id,week,matchup_id,roster_id,points,players,starters,players_points,starters_points
2026-09-23T00:03:12+00:00,1389740418316374016,1,5,1,151.36,"[""11628"", ""12015"", ""12507"", ""13286"", ""4881"", ""5892"", ""6804"", ""7525"", ""7567"", ""8130"", ""8131"", ""8148"", ""9488"", ""9754"", ""LAC""]","[""4881"", ""12507"", ""5892"", ""9488"", ""7525"", ""8130"", ""8148"", ""9754"", ""12015"", ""LAC""]","{""11628"": 4.3, ""12015"": 1.0, ""12507"": 8.3, ""13286"": 7.8, ""4881"": 36.96, ""5892"": 28.9, ""6804"": 34.48, ""7525"": 8.3, ""7567"": 2.8, ""8130"": 24.5, ""8131"": 27.8, ""8148"": 8.5, ""9488"": 30.2, ""9754"": 3.7, ""LAC"": 1.0}","[36.96, 8.3, 28.9, 30.2, 8.3, 24.5, 8.5, 3.7, 1.0, 1.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,1,2,2,130.8,"[""10222"", ""11581"", ""11583"", ""11631"", ""11792"", ""12517"", ""12519"", ""5927"", ""6806"", ""7547"", ""7588"", ""8138"", ""8183"", ""8408"", ""JAX""]","[""8183"", ""8138"", ""7588"", ""7547"", ""5927"", ""12517"", ""12519"", ""10222"", ""11792"", ""JAX""]","{""10222"": 5.0, ""11581"": 3.7, ""11583"": 9.2, ""11631"": 7.0, ""11792"": 7.0, ""12517"": 0.0, ""12519"": 9.5, ""5927"": 3.4, ""6806"": 3.6, ""7547"": 28.7, ""7588"": 24.2, ""8138"": 9.9, ""8183"": 28.1, ""8408"": 11.9, ""JAX"": 15.0}","[28.1, 9.9, 24.2, 28.7, 3.4, 0.0, 9.5, 5.0, 7.0, 15.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,1,2,3,164.94,"[""10232"", ""11584"", ""11632"", ""12529"", ""12713"", ""13279"", ""13281"", ""2216"", ""3163"", ""3198"", ""4892"", ""5012"", ""6819"", ""8146"", ""9509"", ""HOU""]","[""3163"", ""9509"", ""3198"", ""11632"", ""2216"", ""5012"", ""8146"", ""11584"", ""12713"", ""HOU""]","{""10232"": 10.6, ""11584"": 20.3, ""11632"": 12.9, ""12529"": 0.0, ""12713"": 6.0, ""13279"": 7.8, ""13281"": 0.0, ""2216"": 16.9, ""3163"": 20.44, ""3198"": 35.3, ""4892"": 11.64, ""5012"": 8.9, ""6819"": 8.8, ""8146"": 13.9, ""9509"": 31.3, ""HOU"": -1.0}","[20.44, 31.3, 35.3, 12.9, 16.9, 8.9, 13.9, 20.3, 6.0, -1.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,1,1,4,133.16,"[""11533"", ""11566"", ""12512"", ""12526"", ""12527"", ""12533"", ""13298"", ""5872"", ""6797"", ""7543"", ""7564"", ""8110"", ""8142"", ""8151"", ""PHI""]","[""6797"", ""12527"", ""12512"", ""7564"", ""12526"", ""8110"", ""7543"", ""8151"", ""11533"", ""PHI""]","{""11533"": 1.0, ""11566"": 21.66, ""12512"": 7.0, ""12526"": 10.5, ""12527"": 32.7, ""12533"": 12.6, ""13298"": 7.8, ""5872"": 18.0, ""6797"": 16.26, ""7543"": 14.8, ""7564"": 3.2, ""8110"": 2.6, ""8142"": 10.1, ""8151"": 41.1, ""PHI"": 4.0}","[16.26, 32.7, 7.0, 3.2, 10.5, 2.6, 14.8, 41.1, 1.0, 4.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,1,1,5,160.42,"[""10213"", ""10229"", ""11786"", ""12481"", ""12508"", ""2449"", ""5022"", ""6904"", ""7021"", ""7526"", ""7553"", ""8112"", ""8167"", ""9226"", ""DEN""]","[""6904"", ""9226"", ""12481"", ""8112"", ""10229"", ""5022"", ""7526"", ""8167"", ""11786"", ""DEN""]","{""10213"": 4.7, ""10229"": 9.9, ""11786"": 12.0, ""12481"": 14.1, ""12508"": 32.6, ""2449"": 15.5, ""5022"": 27.7, ""6904"": 36.72, ""7021"": 4.1, ""7526"": 1.2, ""7553"": 0.0, ""8112"": 5.5, ""8167"": 39.7, ""9226"": 10.6, ""DEN"": 3.0}","[36.72, 10.6, 14.1, 5.5, 9.9, 27.7, 1.2, 39.7, 12.0, 3.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,1,3,6,152.4,"[""11564"", ""11646"", ""12506"", ""13294"", ""1945"", ""3214"", ""4034"", ""5859"", ""6790"", ""7523"", ""7569"", ""7611"", ""9487"", ""9500"", ""SEA""]","[""7523"", ""4034"", ""6790"", ""5859"", ""7569"", ""12506"", ""7611"", ""9500"", ""1945"", ""SEA""]","{""11564"": 14.82, ""11646"": 40.8, ""12506"": 4.1, ""13294"": 2.5, ""1945"": 8.0, ""3214"": 5.6, ""4034"": 13.8, ""5859"": 5.6, ""6790"": 32.4, ""7523"": 34.1, ""7569"": 21.2, ""7611"": 14.5, ""9487"": 19.3, ""9500"": 5.7, ""SEA"": 13.0}","[34.1, 13.8, 32.4, 5.6, 21.2, 4.1, 14.5, 5.7, 8.0, 13.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,1,3,7,118.2,"[""11604"", ""2133"", ""2747"", ""3294"", ""4046"", ""4866"", ""5850"", ""5967"", ""7002"", ""7594"", ""8126"", ""8136"", ""9493"", ""9756"", ""9997"", ""BAL""]","[""3294"", ""4866"", ""5967"", ""9493"", ""9997"", ""7002"", ""2133"", ""9756"", ""2747"", ""BAL""]","{""11604"": 0.0, ""2133"": 5.6, ""2747"": 7.0, ""3294"": 19.4, ""4046"": 28.66, ""4866"": 11.0, ""5850"": 0.0, ""5967"": 4.4, ""7002"": 14.4, ""7594"": 23.7, ""8126"": 8.8, ""8136"": 4.7, ""9493"": 14.4, ""9756"": 0.0, ""9997"": 35.0, ""BAL"": 7.0}","[19.4, 11.0, 4.4, 14.4, 35.0, 14.4, 5.6, 0.0, 7.0, 7.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,1,5,8,158.46,"[""11539"", ""11560"", ""11563"", ""12501"", ""12514"", ""12518"", ""12534"", ""13287"", ""5045"", ""5947"", ""6786"", ""6794"", ""8150"", ""9484"", ""LAR""]","[""11560"", ""8150"", ""13287"", ""6786"", ""6794"", ""12518"", ""12514"", ""9484"", ""11539"", ""LAR""]","{""11539"": 7.0, ""11560"": 43.26, ""11563"": 8.44, ""12501"": 17.5, ""12514"": 11.3, ""12518"": 10.3, ""12534"": 27.4, ""13287"": 13.0, ""5045"": 3.1, ""5947"": 12.2, ""6786"": 15.4, ""6794"": 31.2, ""8150"": 15.5, ""9484"": 9.5, ""LAR"": 2.0}","[43.26, 15.5, 13.0, 15.4, 31.2, 10.3, 11.3, 9.5, 7.0, 2.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,1,4,9,188.56,"[""10236"", ""10859"", ""11635"", ""12489"", ""12490"", ""3451"", ""4037"", ""4199"", ""4984"", ""5846"", ""6813"", ""8121"", ""8144"", ""8155"", ""MIN""]","[""4984"", ""6813"", ""8155"", ""8144"", ""11635"", ""10859"", ""12490"", ""5846"", ""3451"", ""MIN""]","{""10236"": 20.0, ""10859"": 9.8, ""11635"": 19.2, ""12489"": 8.1, ""12490"": 9.8, ""3451"": 9.0, ""4037"": 8.3, ""4199"": 10.0, ""4984"": 45.66, ""5846"": 8.0, ""6813"": 25.1, ""8121"": 0.0, ""8144"": 32.2, ""8155"": 19.8, ""MIN"": 10.0}","[45.66, 25.1, 19.8, 32.2, 19.2, 9.8, 9.8, 8.0, 9.0, 10.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,1,4,10,130.76,"[""11586"", ""11620"", ""1466"", ""421"", ""4217"", ""4983"", ""6770"", ""6801"", ""8134"", ""8137"", ""8228"", ""8259"", ""9221"", ""9224"", ""NE""]","[""6770"", ""9221"", ""9224"", ""8137"", ""6801"", ""4217"", ""8228"", ""4983"", ""8259"", ""NE""]","{""11586"": 5.4, ""11620"": 9.2, ""1466"": 12.1, ""421"": 7.1, ""4217"": 3.2, ""4983"": 25.0, ""6770"": 17.16, ""6801"": 8.9, ""8134"": 9.0, ""8137"": 5.8, ""8228"": 10.3, ""8259"": 2.0, ""9221"": 33.6, ""9224"": 18.8, ""NE"": 6.0}","[17.16, 33.6, 18.8, 5.8, 8.9, 3.2, 10.3, 25.0, 2.0, 6.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,2,4,1,152.7,"[""11628"", ""12015"", ""12507"", ""13286"", ""4881"", ""5892"", ""6804"", ""7525"", ""7567"", ""8130"", ""8131"", ""8148"", ""9488"", ""9754"", ""LAC""]","[""4881"", ""12507"", ""5892"", ""9488"", ""7525"", ""8130"", ""8148"", ""9754"", ""12015"", ""LAC""]","{""11628"": 0.0, ""12015"": 3.0, ""12507"": 17.5, ""13286"": 5.0, ""4881"": 19.8, ""5892"": 4.4, ""6804"": 17.8, ""7525"": 27.7, ""7567"": 4.5, ""8130"": 18.1, ""8131"": 8.3, ""8148"": 5.3, ""9488"": 49.5, ""9754"": 2.4, ""LAC"": 5.0}","[19.8, 17.5, 4.4, 49.5, 27.7, 18.1, 5.3, 2.4, 3.0, 5.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,2,3,2,139.88,"[""10222"", ""11583"", ""11631"", ""12517"", ""12519"", ""13296"", ""4037"", ""4227"", ""5927"", ""6806"", ""7547"", ""7588"", ""8138"", ""8183"", ""8408"", ""TB""]","[""8183"", ""8138"", ""7588"", ""7547"", ""5927"", ""12517"", ""12519"", ""4037"", ""4227"", ""TB""]","{""10222"": 1.4, ""11583"": 2.1, ""11631"": 7.0, ""12517"": 1.3, ""12519"": 6.2, ""13296"": 3.9, ""4037"": 8.8, ""4227"": 16.0, ""5927"": 7.0, ""6806"": 3.6, ""7547"": 35.2, ""7588"": 8.0, ""8138"": 20.9, ""8183"": 34.48, ""8408"": 0.0, ""TB"": 2.0}","[34.48, 20.9, 8.0, 35.2, 7.0, 1.3, 6.2, 8.8, 16.0, 2.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,2,1,3,130.68,"[""10232"", ""11584"", ""11632"", ""12529"", ""12713"", ""13279"", ""13281"", ""2216"", ""3163"", ""3198"", ""4892"", ""5012"", ""6819"", ""8146"", ""9509"", ""HOU""]","[""3163"", ""9509"", ""3198"", ""11632"", ""2216"", ""5012"", ""8146"", ""11584"", ""12713"", ""HOU""]","{""10232"": 3.8, ""11584"": 13.0, ""11632"": 1.1, ""12529"": 13.6, ""12713"": 8.0, ""13279"": 5.7, ""13281"": 0.0, ""2216"": 8.4, ""3163"": 37.78, ""3198"": 17.7, ""4892"": 17.18, ""5012"": 10.9, ""6819"": 0.0, ""8146"": 16.7, ""9509"": 11.1, ""HOU"": 6.0}","[37.78, 11.1, 17.7, 1.1, 8.4, 10.9, 16.7, 13.0, 8.0, 6.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,2,2,4,149.04,"[""11533"", ""11566"", ""12512"", ""12526"", ""12527"", ""12533"", ""13298"", ""5872"", ""6797"", ""7543"", ""7564"", ""8110"", ""8142"", ""8151"", ""PHI""]","[""11566"", ""12527"", ""12512"", ""7564"", ""12526"", ""8110"", ""5872"", ""8151"", ""11533"", ""PHI""]","{""11533"": 16.0, ""11566"": 16.74, ""12512"": 9.8, ""12526"": 15.1, ""12527"": 10.3, ""12533"": 5.8, ""13298"": 8.2, ""5872"": 6.5, ""6797"": 13.88, ""7543"": 7.1, ""7564"": 26.5, ""8110"": 20.3, ""8142"": 2.1, ""8151"": 23.8, ""PHI"": 4.0}","[16.74, 10.3, 9.8, 26.5, 15.1, 20.3, 6.5, 23.8, 16.0, 4.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,2,1,5,119.46,"[""10213"", ""10229"", ""11786"", ""12481"", ""12508"", ""2449"", ""4993"", ""5022"", ""6904"", ""7021"", ""7526"", ""8112"", ""8167"", ""9226"", ""DEN""]","[""6904"", ""9226"", ""12481"", ""8112"", ""10229"", ""5022"", ""7526"", ""8167"", ""11786"", ""DEN""]","{""10213"": 28.9, ""10229"": 12.3, ""11786"": 7.0, ""12481"": 9.5, ""12508"": 0.8, ""2449"": 21.7, ""4993"": 0.0, ""5022"": 1.4, ""6904"": 22.16, ""7021"": 6.4, ""7526"": 23.8, ""8112"": 8.9, ""8167"": 14.1, ""9226"": 12.3, ""DEN"": 8.0}","[22.16, 12.3, 9.5, 8.9, 12.3, 1.4, 23.8, 14.1, 7.0, 8.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,2,2,6,96.66,"[""11564"", ""11646"", ""12506"", ""13294"", ""1945"", ""3214"", ""4034"", ""5859"", ""6790"", ""7523"", ""7569"", ""7611"", ""9487"", ""9500"", ""SEA""]","[""7523"", ""4034"", ""6790"", ""11646"", ""7569"", ""3214"", ""7611"", ""9487"", ""1945"", ""SEA""]","{""11564"": 11.02, ""11646"": 14.6, ""12506"": 10.4, ""13294"": 1.9, ""1945"": 4.0, ""3214"": 7.0, ""4034"": 22.6, ""5859"": 0.0, ""6790"": 12.9, ""7523"": 7.16, ""7569"": 0.0, ""7611"": 3.6, ""9487"": 16.8, ""9500"": 14.2, ""SEA"": 8.0}","[7.16, 22.6, 12.9, 14.6, 0.0, 7.0, 3.6, 16.8, 4.0, 8.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,2,4,7,135.66,"[""11604"", ""2133"", ""2747"", ""3294"", ""4046"", ""4866"", ""5850"", ""5967"", ""7002"", ""7594"", ""8126"", ""8136"", ""9493"", ""9756"", ""9997"", ""BAL""]","[""3294"", ""4866"", ""7594"", ""2133"", ""9756"", ""7002"", ""9493"", ""8136"", ""2747"", ""BAL""]","{""11604"": 0.0, ""2133"": 41.5, ""2747"": 7.0, ""3294"": 37.76, ""4046"": 36.98, ""4866"": 3.0, ""5850"": 0.0, ""5967"": 7.5, ""7002"": 10.6, ""7594"": 14.4, ""8126"": 1.9, ""8136"": 14.3, ""9493"": 0.0, ""9756"": 4.1, ""9997"": 0.0, ""BAL"": 3.0}","[37.76, 3.0, 14.4, 41.5, 4.1, 10.6, 0.0, 14.3, 7.0, 3.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,2,5,8,122.92,"[""11539"", ""11560"", ""11563"", ""12501"", ""12514"", ""12518"", ""12534"", ""13287"", ""5045"", ""5947"", ""6786"", ""6794"", ""8150"", ""9484"", ""LAR""]","[""11560"", ""8150"", ""13287"", ""6786"", ""6794"", ""12518"", ""12514"", ""9484"", ""11539"", ""LAR""]","{""11539"": 7.0, ""11560"": 8.72, ""11563"": 19.12, ""12501"": 9.8, ""12514"": 10.3, ""12518"": 14.4, ""12534"": 7.8, ""13287"": 7.5, ""5045"": 5.5, ""5947"": 3.8, ""6786"": 35.3, ""6794"": 8.5, ""8150"": 15.7, ""9484"": 3.5, ""LAR"": 12.0}","[8.72, 15.7, 7.5, 35.3, 8.5, 14.4, 10.3, 3.5, 7.0, 12.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,2,3,9,189.02,"[""10236"", ""10859"", ""11635"", ""11834"", ""12489"", ""12490"", ""3451"", ""4199"", ""4984"", ""5846"", ""6813"", ""8121"", ""8144"", ""8155"", ""MIN""]","[""4984"", ""6813"", ""8155"", ""8144"", ""11635"", ""10236"", ""4199"", ""5846"", ""3451"", ""MIN""]","{""10236"": 22.5, ""10859"": 17.2, ""11635"": 6.5, ""11834"": 11.4, ""12489"": 0.0, ""12490"": 14.2, ""3451"": 6.0, ""4199"": 10.5, ""4984"": 50.82, ""5846"": 6.7, ""6813"": 29.2, ""8121"": 14.6, ""8144"": 22.6, ""8155"": 16.2, ""MIN"": 18.0}","[50.82, 29.2, 16.2, 22.6, 6.5, 22.5, 10.5, 6.7, 6.0, 18.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,2,5,10,137.88,"[""11586"", ""11620"", ""1466"", ""421"", ""4217"", ""4983"", ""6770"", ""6801"", ""8134"", ""8137"", ""8228"", ""8259"", ""9221"", ""9224"", ""NE""]","[""6770"", ""9221"", ""9224"", ""8137"", ""6801"", ""1466"", ""8228"", ""4983"", ""8259"", ""NE""]","{""11586"": 10.2, ""11620"": 7.3, ""1466"": 25.1, ""421"": 37.98, ""4217"": 20.0, ""4983"": -0.1, ""6770"": 20.18, ""6801"": 14.5, ""8134"": 6.8, ""8137"": 10.0, ""8228"": 9.7, ""8259"": 1.0, ""9221"": 23.3, ""9224"": 11.2, ""NE"": 23.0}","[20.18, 23.3, 11.2, 10.0, 14.5, 25.1, 9.7, -0.1, 1.0, 23.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,3,3,1,0.0,"[""11628"", ""12015"", ""12507"", ""13286"", ""4881"", ""5892"", ""6804"", ""7525"", ""7567"", ""8130"", ""8131"", ""8148"", ""9488"", ""9754"", ""LAC""]","[""4881"", ""12507"", ""5892"", ""9488"", ""7525"", ""8130"", ""8148"", ""9754"", ""12015"", ""LAC""]","{""11628"": 0.0, ""12015"": 0.0, ""12507"": 0.0, ""13286"": 0.0, ""4881"": 0.0, ""5892"": 0.0, ""6804"": 0.0, ""7525"": 0.0, ""7567"": 0.0, ""8130"": 0.0, ""8131"": 0.0, ""8148"": 0.0, ""9488"": 0.0, ""9754"": 0.0, ""LAC"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,3,4,2,0.0,"[""10222"", ""11583"", ""11631"", ""12517"", ""12519"", ""13296"", ""4037"", ""4227"", ""5927"", ""6806"", ""7547"", ""7588"", ""8138"", ""8183"", ""8408"", ""TB""]","[""8183"", ""8138"", ""7588"", ""7547"", ""5927"", ""12517"", ""12519"", ""4037"", ""4227"", ""TB""]","{""10222"": 0.0, ""11583"": 0.0, ""11631"": 0.0, ""12517"": 0.0, ""12519"": 0.0, ""13296"": 0.0, ""4037"": 0.0, ""4227"": 0.0, ""5927"": 0.0, ""6806"": 0.0, ""7547"": 0.0, ""7588"": 0.0, ""8138"": 0.0, ""8183"": 0.0, ""8408"": 0.0, ""TB"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,3,2,3,0.0,"[""10232"", ""11584"", ""11632"", ""12529"", ""12713"", ""13279"", ""13281"", ""2216"", ""3163"", ""3198"", ""4892"", ""5012"", ""6819"", ""8146"", ""9509"", ""HOU""]","[""3163"", ""9509"", ""3198"", ""11632"", ""2216"", ""5012"", ""8146"", ""11584"", ""12713"", ""HOU""]","{""10232"": 0.0, ""11584"": 0.0, ""11632"": 0.0, ""12529"": 0.0, ""12713"": 0.0, ""13279"": 0.0, ""13281"": 0.0, ""2216"": 0.0, ""3163"": 0.0, ""3198"": 0.0, ""4892"": 0.0, ""5012"": 0.0, ""6819"": 0.0, ""8146"": 0.0, ""9509"": 0.0, ""HOU"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,3,3,4,0.0,"[""11533"", ""11566"", ""12512"", ""12526"", ""12527"", ""12533"", ""13298"", ""5872"", ""6797"", ""7543"", ""7564"", ""8110"", ""8142"", ""8151"", ""PHI""]","[""11566"", ""12527"", ""12512"", ""7564"", ""12526"", ""8110"", ""5872"", ""8151"", ""11533"", ""PHI""]","{""11533"": 0.0, ""11566"": 0.0, ""12512"": 0.0, ""12526"": 0.0, ""12527"": 0.0, ""12533"": 0.0, ""13298"": 0.0, ""5872"": 0.0, ""6797"": 0.0, ""7543"": 0.0, ""7564"": 0.0, ""8110"": 0.0, ""8142"": 0.0, ""8151"": 0.0, ""PHI"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,3,1,5,0.0,"[""10213"", ""10229"", ""11786"", ""12481"", ""12508"", ""2449"", ""4993"", ""5022"", ""6904"", ""7021"", ""7526"", ""8112"", ""8167"", ""9226"", ""DEN""]","[""6904"", ""9226"", ""12481"", ""8112"", ""10229"", ""5022"", ""7526"", ""8167"", ""11786"", ""DEN""]","{""10213"": 0.0, ""10229"": 0.0, ""11786"": 0.0, ""12481"": 0.0, ""12508"": 0.0, ""2449"": 0.0, ""4993"": 0.0, ""5022"": 0.0, ""6904"": 0.0, ""7021"": 0.0, ""7526"": 0.0, ""8112"": 0.0, ""8167"": 0.0, ""9226"": 0.0, ""DEN"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,3,1,6,0.0,"[""11564"", ""11646"", ""12506"", ""13294"", ""1945"", ""3214"", ""4034"", ""5859"", ""6790"", ""7523"", ""7569"", ""7611"", ""9487"", ""9500"", ""SEA""]","[""7523"", ""4034"", ""6790"", ""11646"", ""7569"", ""3214"", ""7611"", ""9487"", ""1945"", ""SEA""]","{""11564"": 0.0, ""11646"": 0.0, ""12506"": 0.0, ""13294"": 0.0, ""1945"": 0.0, ""3214"": 0.0, ""4034"": 0.0, ""5859"": 0.0, ""6790"": 0.0, ""7523"": 0.0, ""7569"": 0.0, ""7611"": 0.0, ""9487"": 0.0, ""9500"": 0.0, ""SEA"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,3,5,7,0.0,"[""11604"", ""2133"", ""2747"", ""3294"", ""4046"", ""4866"", ""5850"", ""5967"", ""7002"", ""7594"", ""8126"", ""8136"", ""9493"", ""9756"", ""9997"", ""BAL""]","[""3294"", ""4866"", ""7594"", ""2133"", ""9756"", ""7002"", ""9493"", ""8136"", ""2747"", ""BAL""]","{""11604"": 0.0, ""2133"": 0.0, ""2747"": 0.0, ""3294"": 0.0, ""4046"": 0.0, ""4866"": 0.0, ""5850"": 0.0, ""5967"": 0.0, ""7002"": 0.0, ""7594"": 0.0, ""8126"": 0.0, ""8136"": 0.0, ""9493"": 0.0, ""9756"": 0.0, ""9997"": 0.0, ""BAL"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,3,4,8,0.0,"[""11539"", ""11560"", ""11563"", ""12501"", ""12514"", ""12518"", ""12534"", ""13287"", ""5045"", ""5947"", ""6786"", ""6794"", ""8150"", ""9484"", ""LAR""]","[""11560"", ""8150"", ""13287"", ""6786"", ""6794"", ""12518"", ""12514"", ""9484"", ""11539"", ""LAR""]","{""11539"": 0.0, ""11560"": 0.0, ""11563"": 0.0, ""12501"": 0.0, ""12514"": 0.0, ""12518"": 0.0, ""12534"": 0.0, ""13287"": 0.0, ""5045"": 0.0, ""5947"": 0.0, ""6786"": 0.0, ""6794"": 0.0, ""8150"": 0.0, ""9484"": 0.0, ""LAR"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,3,2,9,0.0,"[""10236"", ""10859"", ""11635"", ""11834"", ""12489"", ""12490"", ""3451"", ""4199"", ""4984"", ""5846"", ""6813"", ""8121"", ""8144"", ""8155"", ""MIN""]","[""4984"", ""6813"", ""8155"", ""8144"", ""11635"", ""10236"", ""12490"", ""10859"", ""3451"", ""MIN""]","{""10236"": 0.0, ""10859"": 0.0, ""11635"": 0.0, ""11834"": 0.0, ""12489"": 0.0, ""12490"": 0.0, ""3451"": 0.0, ""4199"": 0.0, ""4984"": 0.0, ""5846"": 0.0, ""6813"": 0.0, ""8121"": 0.0, ""8144"": 0.0, ""8155"": 0.0, ""MIN"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,3,5,10,0.0,"[""11586"", ""11620"", ""1466"", ""421"", ""4217"", ""4983"", ""6770"", ""6801"", ""8134"", ""8137"", ""8228"", ""8259"", ""9221"", ""9224"", ""NE""]","[""6770"", ""9221"", ""9224"", ""8137"", ""6801"", ""1466"", ""8228"", ""4983"", ""8259"", ""NE""]","{""11586"": 0.0, ""11620"": 0.0, ""1466"": 0.0, ""421"": 0.0, ""4217"": 0.0, ""4983"": 0.0, ""6770"": 0.0, ""6801"": 0.0, ""8134"": 0.0, ""8137"": 0.0, ""8228"": 0.0, ""8259"": 0.0, ""9221"": 0.0, ""9224"": 0.0, ""NE"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,4,2,1,0.0,"[""11628"", ""12015"", ""12507"", ""13286"", ""4881"", ""5892"", ""6804"", ""7525"", ""7567"", ""8130"", ""8131"", ""8148"", ""9488"", ""9754"", ""LAC""]","[""4881"", ""12507"", ""5892"", ""9488"", ""7525"", ""8130"", ""8148"", ""9754"", ""12015"", ""LAC""]","{""11628"": 0.0, ""12015"": 0.0, ""12507"": 0.0, ""13286"": 0.0, ""4881"": 0.0, ""5892"": 0.0, ""6804"": 0.0, ""7525"": 0.0, ""7567"": 0.0, ""8130"": 0.0, ""8131"": 0.0, ""8148"": 0.0, ""9488"": 0.0, ""9754"": 0.0, ""LAC"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,4,5,2,0.0,"[""10222"", ""11583"", ""11631"", ""12517"", ""12519"", ""13296"", ""4037"", ""4227"", ""5927"", ""6806"", ""7547"", ""7588"", ""8138"", ""8183"", ""8408"", ""TB""]","[""8183"", ""8138"", ""7588"", ""7547"", ""5927"", ""12517"", ""12519"", ""4037"", ""4227"", ""TB""]","{""10222"": 0.0, ""11583"": 0.0, ""11631"": 0.0, ""12517"": 0.0, ""12519"": 0.0, ""13296"": 0.0, ""4037"": 0.0, ""4227"": 0.0, ""5927"": 0.0, ""6806"": 0.0, ""7547"": 0.0, ""7588"": 0.0, ""8138"": 0.0, ""8183"": 0.0, ""8408"": 0.0, ""TB"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-09-23T00:03:12+00:00,1389740418316374016,4,3,3,0.0,"[""10232"", ""11584"", ""11632"", ""12529"", ""12713"", ""13279"", ""13281"", ""2216"", ""3163"", ""3198"", ""4892"", ""5012"", ""6819"", ""8146"", ""9509"", ""HOU""]","[""3163"", ""9509"", ""3198"", ""11632"", ""2216"", ""5012"", ""8146"", ""11584"", ""12713"", ""HOU""]","{""10232"": 0.0, ""11584"": 0.0, ""11632"": 0.0, ""12529"": 0.0, ""12713"": 0.0, ""13279"": 0.0, ""13281"": 0.0, ""2216"": 0.0, ""3163"": 0.0, ""3198"": 0.0, ""4892"": 0.0, ""5012"": 0.0, ""6819"": 0.0, ""8146"": 0.0, ""9509"": 0.0, ""HOU"": 0.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
