snapshot_utc,league_id,roster_id,owner_id,is_my_roster,player_id,full_name,position,fantasy_positions,nfl_team,status,injury_status,injury_body_part,practice_participation,practice_description,depth_chart_position,depth_chart_order,active,starter,reserve,taxi
2026-08-31T17:33:25+00:00,1370453762442797056,1,779583277362245632,True,6770,Joe Burrow,QB,"[""QB""]",CIN,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,1,779583277362245632,True,6813,Jonathan Taylor,RB,"[""RB""]",IND,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,1,779583277362245632,True,8172,Greg Dulcich,TE,"[""TE""]",MIA,Active,,,,,TE,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,1,779583277362245632,True,8259,Cameron Dicker,K,"[""K""]",LAC,Active,Questionable,Undisclosed,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,1,779583277362245632,True,8800,Malik Davis,RB,"[""RB""]",DAL,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,1,779583277362245632,True,9225,Tank Bigsby,RB,"[""RB""]",PHI,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,1,779583277362245632,True,9484,Tucker Kraft,TE,"[""TE""]",GB,Active,Questionable,Knee - ACL,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,1,779583277362245632,True,9753,Zach Charbonnet,RB,"[""RB""]",SEA,Active,PUP,Knee - ACL,,,RB,2,True,False,True,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,11560,Caleb Williams,QB,"[""QB""]",CHI,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,11604,Brock Bowers,TE,"[""TE""]",LV,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,11617,Malachi Corley,WR,"[""WR""]",CLE,Active,,,,,SWR,5,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,11620,Rome Odunze,WR,"[""WR""]",CHI,Active,,,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,11624,Xavier Worthy,WR,"[""WR""]",KC,Active,,,,,RWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,11647,Kimani Vidal,RB,"[""RB""]",LAC,Active,,,,,RB,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,11655,Tyrone Tracy,RB,"[""RB""]",NYG,Active,Questionable,Neck,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,12455,Brashard Smith,RB,"[""RB""]",KC,Active,,,,,RB,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,12481,Cam Skattebo,RB,"[""RB""]",NYG,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,12507,Omarion Hampton,RB,"[""RB""]",LAC,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,13296,Caleb Douglas,WR,"[""WR""]",MIA,Active,,,,,RWR,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,2020,Cairo Santos,K,"[""K""]",CHI,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,5045,Courtland Sutton,WR,"[""WR""]",DEN,Active,,,,,LWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,5844,T.J. Hockenson,TE,"[""TE""]",MIN,Active,,,,,TE,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,2,779583497248550912,False,5872,Deebo Samuel,WR,"[""WR""]",SF,Active,,,,,RWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,10219,Chris Rodriguez,RB,"[""RB""]",JAX,Active,,,,,RB,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,10222,Jayden Reed,WR,"[""WR""]",GB,Active,,,,,SWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,11564,Drake Maye,QB,"[""QB""]",NE,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,11576,Braelon Allen,RB,"[""RB""]",NYJ,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,11625,Adonai Mitchell,WR,"[""WR""]",NYJ,Active,,,,,RWR,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,12498,Mason Taylor,TE,"[""TE""]",NYJ,Active,,,,,TE,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,12504,Kaleb Johnson,RB,"[""RB""]",GB,Active,,,,,RB,4,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,13293,Ja'Kobi Lane,WR,"[""WR""]",BAL,Active,,,,,RWR,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,1466,Travis Kelce,TE,"[""TE""]",KC,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,6790,D'Andre Swift,RB,"[""RB""]",CHI,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,7049,Jauan Jennings,WR,"[""WR""]",MIN,Active,,,,,SWR,3,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,7839,Evan McPherson,K,"[""K""]",CIN,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,8228,Jaylen Warren,RB,"[""RB""]",PIT,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,9488,Jaxon Smith-Njigba,WR,"[""WR""]",SEA,Active,,,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,3,1126612181929336832,False,9494,Marvin Mims,WR,"[""WR""]",DEN,Active,Questionable,Foot,,,SWR,5,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,11581,MarShawn Lloyd,RB,"[""RB""]",GB,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,12476,Devin Neal,RB,"[""RB""]",NO,Active,IR,Hamstring,,,RB,6,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,12509,Tre' Harris,WR,"[""WR""]",LAC,Active,Questionable,Undisclosed,,,RWR,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,13286,Jadarian Price,RB,"[""RB""]",SEA,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,13320,Zachariah Branch,WR,"[""WR""]",ATL,Active,,,,,SWR,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,13413,Cyrus Allen,WR,"[""WR""]",KC,Active,,,,,SWR,4,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,3257,Jacoby Brissett,QB,"[""QB""]",ARI,Active,,,,,QB,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,4034,Christian McCaffrey,RB,"[""RB""]",SF,Active,Questionable,Undisclosed,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,5012,Mark Andrews,TE,"[""TE""]",BAL,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,5967,Tony Pollard,RB,"[""RB""]",TEN,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,7042,Tyler Bass,K,"[""K""]",BUF,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,8126,Wan'Dale Robinson,WR,"[""WR""]",TEN,Active,Questionable,Head,,,SWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,8144,Chris Olave,WR,"[""WR""]",NO,Active,,,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,8146,Garrett Wilson,WR,"[""WR""]",NYJ,Active,,,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,4,1262823409977393152,False,8183,Brock Purdy,QB,"[""QB""]",SF,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,11583,Jonathon Brooks,RB,"[""RB""]",CAR,Active,,,,,RB,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,11786,Cam Little,K,"[""K""]",JAX,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,12469,Dylan Sampson,RB,"[""RB""]",CLE,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,12530,Travis Hunter,WR,"[""DB"", ""WR""]",JAX,Active,,,,,SWR,4,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,12536,Jaylin Noel,WR,"[""WR""]",HOU,Active,Questionable,Hamstring,,,SWR,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,2505,Darren Waller,TE,"[""TE""]",CAR,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,4046,Patrick Mahomes,QB,"[""QB""]",KC,Active,Questionable,Knee - ACL,,,QB,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,4984,Josh Allen,QB,"[""QB""]",BUF,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,7021,Rico Dowdle,RB,"[""RB""]",PIT,Active,,,,,RB,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,7090,Darnell Mooney,WR,"[""WR""]",NYG,Active,,,,,SWR,4,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,7553,Kyle Pitts,TE,"[""TE""]",ATL,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,7569,Nico Collins,WR,"[""WR""]",HOU,Active,,,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,8119,Jahan Dotson,WR,"[""WR""]",ATL,Active,,,,,RWR,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,8180,Jalen Nailor,WR,"[""WR""]",LV,Active,,,,,SWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,5,861663770647339008,False,9997,Zay Flowers,WR,"[""WR""]",BAL,Active,Questionable,Undisclosed,,,SWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,10229,Rashee Rice,WR,"[""WR""]",KC,Active,,,,,SWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,11635,Ladd McConkey,WR,"[""WR""]",LAC,Active,,,,,SWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,12467,Jordan James,RB,"[""RB""]",SF,Active,,,,,RB,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,12474,Woody Marks,RB,"[""RB""]",HOU,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,12492,Pat Bryant,WR,"[""WR""]",DEN,Active,,,,,SWR,4,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,12533,Jacory Croskey-Merritt,RB,"[""RB""]",WAS,Active,Questionable,Undisclosed,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,12545,Tyler Shough,QB,"[""QB""]",NO,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,13317,Ted Hurst,WR,"[""WR""]",TB,Active,,,,,LWR,4,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,1479,Keenan Allen,WR,"[""WR""]",IND,Active,,,,,RWR,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,5022,Dallas Goedert,TE,"[""TE""]",PHI,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,6650,Chase McLaughlin,K,"[""K""]",TB,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,6806,J.K. Dobbins,RB,"[""RB""]",DEN,Active,,,,,RB,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,8132,Tyler Allgeier,RB,"[""RB""]",ARI,Active,,,,,RB,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,8148,Jameson Williams,WR,"[""WR""]",DET,Active,,,,,RWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,6,770802446909222912,False,9226,De'Von Achane,RB,"[""RB""]",MIA,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,11834,Devaughn Vele,WR,"[""WR""]",NO,Active,,,,,SWR,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,12711,Tyler Loop,K,"[""K""]",BAL,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,13305,Mike Washington,RB,"[""RB""]",LV,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,13417,De'Zhaun Stribling,WR,"[""WR""]",SF,Active,Questionable,Shoulder,,,LWR,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,3678,Wil Lutz,K,"[""K""]",DEN,Active,,,,,K,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,7002,Juwan Johnson,TE,"[""TE""]",NO,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,7523,Trevor Lawrence,QB,"[""QB""]",JAX,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,7543,Travis Etienne,RB,"[""RB""]",NO,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,7567,Kenny Gainwell,RB,"[""RB""]",TB,Active,,,,,RB,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,8155,Breece Hall,RB,"[""RB""]",NYJ,Active,Questionable,Thigh,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,8167,Christian Watson,WR,"[""WR""]",GB,Active,,,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,8698,Jake Tonges,TE,"[""TE""]",SF,Active,,,,,TE,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,9228,Bryce Young,QB,"[""QB""]",CAR,Active,,,,,QB,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,9487,Parker Washington,WR,"[""WR""]",JAX,Active,,,,,SWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,7,739882929580335104,False,9493,Puka Nacua,WR,"[""WR""]",LAR,Active,Questionable,Undisclosed,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,11435,Emanuel Wilson,RB,"[""RB""]",SEA,Active,Questionable,Hamstring,,,RB,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,11575,Ray Davis,RB,"[""RB""]",BUF,Active,,,,,RB,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,11637,Keon Coleman,WR,"[""WR""]",BUF,Active,Questionable,Foot,,,LWR,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,12501,Matthew Golden,WR,"[""WR""]",GB,Active,,,,,RWR,3,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,12506,Harold Fannin,TE,"[""TE""]",CLE,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,12514,Emeka Egbuka,WR,"[""WR""]",TB,Active,Questionable,Undisclosed,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,13330,Kenyon Sadiq,TE,"[""TE""]",NYJ,Active,Questionable,Abdomen,,,TE,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,2216,Mike Evans,WR,"[""WR""]",SF,Active,Questionable,Foot,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,3294,Dak Prescott,QB,"[""QB""]",DAL,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,3321,Tyreek Hill,WR,"[""WR""]",,Active,Questionable,Knee - ACL,,,,,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,4866,Saquon Barkley,RB,"[""RB""]",PHI,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,5189,Eddy Pineiro,K,"[""K""]",SF,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,8112,Drake London,WR,"[""WR""]",ATL,Active,,,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,8136,Rachaad White,RB,"[""RB""]",WAS,Active,Questionable,Undisclosed,,,RB,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,8,1128436496693874688,False,8161,Malik Willis,QB,"[""QB""]",MIA,Active,,,,,QB,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,11533,Brandon Aubrey,K,"[""K""]",DAL,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,11566,Jayden Daniels,QB,"[""QB""]",WAS,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,11616,Jacob Cowing,WR,"[""WR""]",SF,Active,Questionable,Groin,,,SWR,6,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,11643,Jaylen Wright,RB,"[""RB""]",MIA,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,11783,Ryan Flournoy,WR,"[""WR""]",DAL,Active,,,,,SWR,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,12540,Chimere Dike,WR,"[""WR""]",TEN,Active,,,,,SWR,5,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,13337,Emmett Johnson,RB,"[""RB""]",KC,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,7526,Jaylen Waddle,WR,"[""WR""]",DEN,Active,,,,,RWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,8130,Trey McBride,TE,"[""TE""]",ARI,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,8150,Kyren Williams,RB,"[""RB""]",LAR,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,8408,Jordan Mason,RB,"[""RB""]",MIN,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,9480,Brenton Strange,TE,"[""TE""]",JAX,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,9506,Sean Tucker,RB,"[""RB""]",TB,Active,,,,,RB,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,9511,Keaton Mitchell,RB,"[""RB""]",LAC,Active,Questionable,Undisclosed,,,RB,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,9,609154836893601792,False,9754,Quentin Johnston,WR,"[""WR""]",LAC,Active,,,,,LWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,12150,Jarveon Howard,RB,"[""RB""]",,Inactive,,,,,,,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,12526,Tetairoa McMillan,WR,"[""WR""]",CAR,Active,,,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,12529,TreVeyon Henderson,RB,"[""RB""]",NE,Active,Questionable,Leg,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,12535,Isaac TeSlaa,WR,"[""WR""]",DET,Active,,,,,LWR,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,12547,Kyle Williams,WR,"[""WR""]",NE,Active,,,,,SWR,5,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,13269,Fernando Mendoza,QB,"[""QB""]",LV,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,4195,Jake Elliott,K,"[""K""]",PHI,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,4217,George Kittle,TE,"[""TE""]",SF,Active,Questionable,Achilles,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,5846,DK Metcalf,WR,"[""WR""]",PIT,Active,Questionable,Undisclosed,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,5849,Kyler Murray,QB,"[""QB""]",MIN,Active,,,,,QB,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,5947,Jakobi Meyers,WR,"[""WR""]",JAX,Active,Questionable,Hand,,,RWR,3,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,6786,CeeDee Lamb,WR,"[""WR""]",DAL,Active,,,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,8151,Kenneth Walker,RB,"[""RB""]",KC,Active,Questionable,Foot,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,8154,Brian Robinson,RB,"[""RB""]",ATL,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,10,1264073315803217920,False,9508,Tyjae Spears,RB,"[""RB""]",TEN,Active,,,,,RB,2,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,11586,Blake Corum,RB,"[""RB""]",LAR,Active,,,,,RB,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,12508,Jaxson Dart,QB,"[""QB""]",NYG,Active,,,,,QB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,13345,Jonah Coleman,RB,"[""RB""]",DEN,Active,,,,,RB,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,1945,Chris Boswell,K,"[""K""]",PIT,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,2133,Davante Adams,WR,"[""WR""]",LAR,Active,,,,,RWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,2449,Stefon Diggs,WR,"[""WR""]",WAS,Active,,,,,RWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,3214,Hunter Henry,TE,"[""TE""]",NE,Active,,,,,TE,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,4039,Cooper Kupp,WR,"[""WR""]",SEA,Active,,,,,SWR,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,4993,Mike Gesicki,TE,"[""TE""]",CIN,Active,,,,,TE,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,5850,Josh Jacobs,RB,"[""RB""]",GB,Active,DNR,Groin,,,RB,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,7525,DeVonta Smith,WR,"[""WR""]",PHI,Active,,,,,LWR,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,7528,Najee Harris,RB,"[""RB""]",NYG,Active,,,,,RB,3,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,8138,James Cook,RB,"[""RB""]",BUF,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,8210,Chig Okonkwo,TE,"[""TE""]",WAS,Active,,,,,TE,1,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,11,997348618057125888,False,9501,DeMario Douglas,WR,"[""WR""]",NE,Active,,,,,SWR,3,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,12,997317930117337088,False,11792,Will Reichard,K,"[""K""]",MIN,Active,,,,,K,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,12,997317930117337088,False,12457,Jaydon Blue,RB,"[""RB""]",,Active,,,,,,,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,12,997317930117337088,False,12519,Luther Burden,WR,"[""WR""]",CHI,Active,Questionable,Lower Body,,,RWR,2,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,12,997317930117337088,False,3198,Derrick Henry,RB,"[""RB""]",BAL,Active,,,,,RB,1,True,True,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,12,997317930117337088,False,4018,Joe Mixon,RB,"[""RB""]",,Active,Questionable,Foot,,,,,True,False,False,False
2026-08-31T17:33:25+00:00,1370453762442797056,12,997317930117337088,False,4035,Alvin Kamara,RB,"[""RB""]",NO,Active,Questionable,Knee,,,RB,2,True,False,False,False
