league_id,league,sleeper_id,player,position,nfl_team,return_roles,dual_role_offense_return,return_projection_points,confidence,roster_state,offensive_depth_rank,offensive_depth_position,offensive_role_source,injury_status,practice_participation
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,8168,Skyy Moore,WR,GB,KR+PR,False,0.0,HIGH,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,12496,Tai Felton,WR,MIN,KR+PR,False,0.0,MEDIUM,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,9502,Tank Dell,WR,HOU,PR,False,0.0,LOW,PREDRAFT,,,none detected,IR,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,12485,Tez Johnson,WR,TB,PR,False,0.0,LOW,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,6588,Tom Kennedy,WR,DET,KR+PR,False,0.0,HIGH,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,12497,Tory Horton,WR,SEA,PR,False,0.0,MEDIUM,PREDRAFT,,,none detected,Questionable,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,5328,Tremon Smith,DB,HOU,KR,False,0.0,MEDIUM,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,12531,Trevor Etienne,RB,CAR,KR+PR,False,0.0,HIGH,PREDRAFT,,,none detected,IR,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,8135,Treylon Burks,WR,WAS,PR,False,0.0,MEDIUM,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,8230,Ty Chandler,RB,NO,KR,False,0.0,MEDIUM,PREDRAFT,,,none detected,IR,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,8208,Tyler Badie,RB,DEN,KR,False,0.0,MEDIUM,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,8207,Tyler Goodson,RB,ATL,KR,False,0.0,MEDIUM,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,11306,Xavier Gipson,WR,NYG,KR+PR,False,0.0,HIGH,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,10218,Xavier Hutchinson,WR,HOU,KR,False,0.0,LOW,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,11168,Xavier Smith,WR,LAR,KR+PR,False,0.0,HIGH,PREDRAFT,,,none detected,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,11921,Xavier Weaver,WR,ARI,KR,False,0.0,MEDIUM,PREDRAFT,,,none detected,IR,
1366076769534251008,10-Team Dynasty — Dynasty V2,13301,Antonio Williams,WR,WAS,PR,True,0.0,LOW,OWNED,3,SWR,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,8122,Bam Knight,RB,ARI,PR,True,0.0,MEDIUM,FA,3,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,12490,Bhayshul Tuten,RB,JAX,KR,True,0.0,HIGH,OWNED,1,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,11586,Blake Corum,RB,LAR,KR,True,0.0,MEDIUM,OWNED,2,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,12455,Brashard Smith,RB,KC,KR+PR,True,0.0,MEDIUM,OWNED,3,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,8154,Brian Robinson,RB,ATL,KR,True,0.0,HIGH,OWNED,2,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,7594,Chuba Hubbard,RB,CAR,KR,True,0.0,MEDIUM,BENCH,1,RB,Sleeper depth chart,Questionable,
1366076769534251008,10-Team Dynasty — Dynasty V2,9501,DeMario Douglas,WR,NE,PR,True,0.0,LOW,OWNED,3,SWR,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,13347,Demond Claiborne,RB,MIN,KR,True,0.0,LOW,OWNED,3,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,12469,Dylan Sampson,RB,CLE,KR,True,0.0,MEDIUM,OWNED,2,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,13337,Emmett Johnson,RB,KC,KR,True,0.0,LOW,TAXI,2,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,11571,Isaiah Davis,RB,NYJ,KR,True,0.0,MEDIUM,FA,3,RB,Sleeper depth chart,Questionable,
1366076769534251008,10-Team Dynasty — Dynasty V2,11237,Jacob Saylors,RB,DET,KR,True,0.0,HIGH,FA,3,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,13286,Jadarian Price,RB,SEA,KR,True,0.0,LOW,OWNED,1,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,8119,Jahan Dotson,WR,ATL,PR,True,0.0,MEDIUM,FA,2,RWR,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,8228,Jaylen Warren,RB,PIT,KR,True,0.0,MEDIUM,OWNED,1,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,11643,Jaylen Wright,RB,MIA,KR,True,0.0,LOW,OWNED,2,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,12536,Jaylin Noel,WR,HOU,KR+PR,True,0.0,HIGH,OWNED,3,SWR,Sleeper depth chart,Questionable,
1366076769534251008,10-Team Dynasty — Dynasty V2,5995,Justice Hill,RB,BAL,KR,True,0.0,MEDIUM,FA,2,RB,Sleeper depth chart,,
1366076769534251008,10-Team Dynasty — Dynasty V2,9511,Keaton Mitchell,RB,LAC,KR,True,0.0,MEDIUM,OWNED,2,RB,Sleeper depth chart,Questionable,
