player_id,full_name,position,nfl_team,active,status,injury_status,practice_participation,depth_chart_position,depth_chart_order,league_1389740418316374016,league_1370453762442797056,league_1370218620990263296,league_1366076769534251008,league_1359546418284494848,free_agent_leagues,rostered_leagues,my_leagues,my_start_leagues,opponent_leagues,multi_league_free_agent,rostered_somewhere_free_somewhere
13692,Marc Stampley,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7269,Marc-Antoine Dequoy,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8837,Marcel Dabo,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11809,Marcellas Dial,DB,MIA,True,Active,,,NB,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11965,Marcus Banks,DB,,True,Inactive,Questionable,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5417,Marcus Edmond,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6284,Marcus Epps,DB,PHI,True,Active,,,SS,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
893,Marcus Gilchrist,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12712,Marcus Harris,DB,TEN,True,Active,,,NB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8359,Marcus Jones,DB,NE,True,Active,,,NB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
4093,Marcus Maye,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7745,Marcus Murphy,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
4091,Marcus Williams,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8298,Mario Goodrich,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12125,Mark Perry,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7763,Mark Webb,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8399,Markquese Bell,DB,DAL,True,Active,,,SS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13917,Marlen Sewell,DB,CHI,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7999,Marlon Character,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12668,Marques Sigle,DB,SF,True,Active,,,SS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6577,Marquez Sanford,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
3323,Marqui Christian,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11313,Marquis Waters,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12376,Marquis Wilson,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5982,Marquise Blair,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13040,Marquise Robinson,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
10926,Marte Mapu,DB,HOU,True,Inactive,Questionable,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11326,Martez Manuel,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8390,Martin Emerson,DB,NO,True,Active,,,RCB,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11458,Matthew Jackson,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
3605,Matthias Farley,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
4400,Maurice Smith,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11693,Max Melton,DB,ARI,True,Active,,,RCB,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12876,Maxen Hook,DB,SEA,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13877,Maximus Pulley,DB,PHI,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12596,Maxwell Hairston,DB,BUF,True,Active,,,RCB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6714,Mazzi Wilkins,DB,BAL,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13118,Melvin Smith,DB,TEN,True,Active,,,LCB,3,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
1525,Micah Hyde,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13564,Michael Dansby,DB,SEA,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12059,Michael Dowell,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8541,Michael Griffin,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
1703,Michael J. Thomas,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13517,Michael Taaffe,DB,MIA,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11531,Michael Tutsie,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8532,Mike Brown,DB,NE,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5959,Mike Edwards,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5691,Mike Ford,DB,ATL,True,Active,,,RCB,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11676,Mike Sainristil,DB,WAS,True,Active,,,RCB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12854,Mike Smith,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
3272,Miles Killebrew,DB,TB,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13578,Miles Scott,DB,DEN,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11896,Millard Bradford,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
4963,Minkah Fitzpatrick,DB,NYJ,True,Active,,,SS,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12943,Mishael Powell,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8305,Montaric Brown,DB,JAX,True,Active,,,LCB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6090,Montre Hartage,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12160,Morice Norris,DB,,True,Active,Questionable,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11235,Morrell Osling,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13863,Murvin Kenion,DB,GB,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6946,Myles Bryant,DB,CLE,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7366,Myles Dorn,DB,,True,Inactive,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11836,Myles Harden,DB,CLE,True,Active,,,NB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7226,Myles Hartsfield,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12827,Myles Purchase,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13691,Myles Rowser,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12325,Nash Fouch,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5881,Nasir Adderley,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8708,Nasir Greer,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6634,Nate Brooks,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
1035,Nate Ebner,DB,NYG,True,Inactive,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5759,Nate Holley,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13007,Nate Valcarcel,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6354,Nathan Meadors,DB,,True,Inactive,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5084,Natrell Jamerson,DB,LV,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8506,Nazeeh Johnson,DB,,True,Inactive,Questionable,,DB,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13814,Nick Andersen,DB,LAR,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8392,Nick Cross,DB,WAS,True,Active,,,SS,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12597,Nick Emmanwori,DB,SEA,True,Active,Questionable,,NB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6301,Nick Scott,DB,CAR,True,Active,,,FS,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11334,Nico Bolden,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6986,Nigel Warrior,DB,,True,Inactive,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8882,Nijuel Hill,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12838,Nikko Reed,DB,LAC,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13605,Noah Avinger,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8871,Nolan Turner,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
4120,Obi Melifonwu,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6419,P.J. Locke,DB,DAL,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12058,PJ Jules,DB,CIN,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7916,Paris Ford,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13986,Parker Robertson,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11797,Patrick McMorris,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13992,Paul Manning,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8394,Percy Butler,DB,WAS,True,Active,,,SS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
14025,Peter Manuma,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11883,Phalen Sanford,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
908,Prince Amukamara,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7408,Prince Smith,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
10903,Quan Martin,DB,WAS,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
2501,Quandre Diggs,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8803,Quandre Mosely,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8330,Quentin Lake,DB,LAR,True,Active,,,NB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11150,Quindell Johnson,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12108,Quinton Newsome,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8393,Qwynnterrio Cole,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12694,RJ Mickens,DB,LAC,True,Active,,,SS,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8578,Raheem Layne,DB,NYG,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
14000,Randy Franklin,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5050,Rashaan Gaulden,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11164,Rashad Torrence,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11966,Rashad Wisdom,DB,TB,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5545,Raven Greene,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
4180,Rayshawn Jenkins,DB,PIT,True,Active,,,SS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12702,Rayuan Lane,DB,JAX,True,Active,,,FS,3,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8406,Reed Blankenship,DB,HOU,True,Active,,,FS,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7171,Reggie Floyd,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11697,Renardo Green,DB,SF,True,Active,Questionable,,LCB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13157,Reuben Lowery,DB,,True,Active,NA,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
2167,Ricardo Allen,DB,CIN,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7822,Richard LeCounte,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7662,Richie Grant,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
10930,Riley Moss,DB,DEN,True,Active,Questionable,,LCB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8374,Riq Woolen,DB,PHI,True,Active,,,RCB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12047,Ro Torrence,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11869,Robert Kennedy,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12695,Robert Longerbeam,DB,PHI,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7712,Robert Rochell,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13576,Robert Spears-Jennings,DB,PIT,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6257,Roderic Teamer,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7304,Rodney Clemons,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
1205,Rodney McLeod,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8303,Roger McCreary,DB,DET,True,Active,,,NB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7187,Rojesterman Farris,DB,DEN,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
3808,Rolan Milligan,DB,IND,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5025,Ronnie Harrison,DB,MIA,True,Active,Questionable,,ROLB,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11352,Ronnie Hickman,DB,CLE,True,Active,,,FS,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
4223,Rudy Ford,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8510,Russ Yeast,DB,CIN,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11800,Ryan Watts,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7224,Sam Franklin,DB,BUF,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12167,Sam Lockett,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11841,Sanoussi Kane,DB,,True,Inactive,Questionable,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6013,Saquan Hampton,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8290,Sauce Gardner,DB,IND,True,Active,Questionable,,RCB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5178,Sean Chandler,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
3228,Sean Davis,DB,NE,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8640,Sean Mahone,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12955,Sebastian Castro,DB,PIT,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13084,Shaquan Loyal,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
3667,Sharrod Neasman,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12559,Shavon Revel,DB,DAL,True,Active,,,RCB,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7825,Shawn Davis,DB,,True,Inactive,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12328,Shawn Preston,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
1395,Shawn Williams,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5983,Sheldrick Redwine,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
545,Sherrick McManis,DB,,True,Inactive,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12745,Shilo Sanders,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
6940,Shyheim Carter,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13737,Silas Walters,DB,TB,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8584,Skyler Thomas,DB,CHI,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8302,Smoke Monday,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8403,Sterling Weatherford,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5741,Steven Parker,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
10919,Sydney Brown,DB,ATL,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
3227,T.J. Green,DB,HOU,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11730,T.J. Tampa,DB,BAL,True,Active,,,LCB,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8748,TJ Carter,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8902,Tae Daley,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7811,Talanoa Hufanga,DB,DEN,True,Active,,,SS,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
14042,Tamon Lynum,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11151,Tanner Ingle,DB,LAR,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11353,Tanner McCalister,DB,KC,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13803,Tanner Wall,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11779,Tarheeb Still,DB,LAC,True,Active,,,LCB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8405,Tariq Carpenter,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8321,Tariq Castro-Fields,DB,,True,Inactive,Questionable,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7975,Tariq Thompson,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5040,Tarvarius Moore,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
1079,Tashaun Gipson,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5519,Tavierre Thomas,DB,MIN,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
1039,Tavon Wilson,DB,SF,True,Inactive,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8615,Tayler Hawkins,DB,,True,Inactive,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5882,Taylor Rapp,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
4181,Tedric Thompson,DB,CLE,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
4087,Teez Tabor,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
10972,Terell Smith,DB,WAS,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
2067,Terrance Mitchell,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7036,Terrell Burgess,DB,TEN,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
4974,Terrell Edmunds,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
1864,Terrence Brooks,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11661,Terrion Arnold,DB,SEA,True,Active,NA,,LCB,3,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8496,Theo Jackson,DB,MIN,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7775,Thomas Graham,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11872,Thomas Harper,DB,DET,True,Active,,,SS,3,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13138,Tommy McCormick,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8860,Tony Adams,DB,TEN,True,Active,,,SS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5424,Tony Brown,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13668,Tony Grimes,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
1686,Tony Jefferson,DB,LAC,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12450,Tra Fluellen,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5064,Tracy Walker,DB,,True,Active,Sus,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12032,Travian Blaylock,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5642,Trayvon Henderson,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
2184,Tre Boston,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12055,Tre Jenkins,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7761,Tre Norwood,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8607,Tre Sterling,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11551,Tre Tarpley,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8886,Tre Webb,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
7659,Tre'von Moehrig,DB,CAR,True,Active,,,SS,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5328,Tremon Smith,DB,HOU,True,Active,,,LCB,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8364,Trent McDuffie,DB,LAR,True,Active,,,RCB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8763,Trenton Thompson,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12962,Trevian Thomas,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8834,Trevor Denbow,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12595,Trey Amos,DB,WAS,True,Inactive,IR,,LCB,1,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11309,Trey Dean,DB,GB,True,Inactive,IR,,DB,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5442,Trey Marshall,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12843,Trey Rucker,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
11826,Trey Taylor,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12836,Trey Washington,DB,IND,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13398,Treydan Stukes,DB,LV,True,Active,,,NB,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
12717,Trikweze Bridges,DB,CIN,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8542,Tristin McCollum,DB,LV,True,Active,,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
5365,Troy Apke,DB,,True,Inactive,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
8065,Troy Warner,DB,,True,Active,,,,,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
13820,Tucker Large,DB,PHI,True,Active,PUP,,FS,2,FA,FA,FA,FA,PREDRAFT,4,0,0,0,0,True,False
